"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"P31153",5,7,7,8,7,5,26.383398967276,26.5753903648391,26.8611418210449,26.2937164984651,26.7422529933461,26.6459293880664,-0.1572525100988,0.994359058218207
"Q12460",7,7,11,5,3,6,24.5263083110694,24.0468718760217,24.9748940866417,23.9270577012004,25.5025233657874,24.263454469626,-0.922113905550133,0.16345554884904
"P47068",6,4,10,2,NA,3,23.9128344377524,23.1896725653289,24.9461712240122,25.2248612071124,24.9682744463934,23.7962162035038,-0.5388433774043,1
"P31150",5,7,8,8,5,8,25.2790034893431,25.5852468173531,25.6777716781589,25.3532583038165,25.854382667074,25.8015098389326,-0.0237142914912679,1
"Q12904",8,8,6,8,8,9,25.8542468236931,25.8702905858065,26.2394997642978,25.1759283701261,25.6187027346708,26.2747890423087,-0.130480441473466,1
"Q9Y2X3",6,5,7,8,9,7,25.3006395314139,25.187579669418,25.4907960477728,25.1495083587619,25.5555826422222,25.5855373814969,-0.141464270577367,1
"Q13895",5,9,9,6,10,12,24.6059807460591,24.8145413957501,24.9765457693784,24.8212082750548,24.9650841646833,25.0770634346104,0.0550674750981675,1
"O15355",7,8,7,7,7,8,25.1160742176447,25.2297605727234,25.5814031174682,25.4308178703372,25.7123550780605,25.749944083114,0.000230037667066085,1
"P31689",7,9,8,7,7,8,25.210857696504,25.5047843227105,25.6140805171203,25.5144677436126,25.7789611205769,25.866156590579,0.0938364409002996,1
"P43616",6,9,7,6,8,6,25.9818518869871,25.3429632218528,26.4126276015368,25.3623445160604,26.4336721565991,25.719754991837,-0.801029638457602,0.151161684644096
"Q7Z3B4",9,8,5,9,4,6,24.2422043248673,24.6896115858512,24.9258396287732,24.5948421339251,24.7401566745423,24.8038555025241,0.0600361980392006,1
"Q70J99",5,6,7,5,7,10,23.8910569264357,24.282496863232,24.4364397273614,24.3609171248008,24.5963440150017,24.7136504988005,0.144407939344834,1
"P25786",8,8,8,8,9,9,26.4155053022283,26.2795781356002,26.9022802473901,26.7180011028461,26.9547807998367,27.0135196444305,-0.0871558221927676,1
"P05738",8,9,10,7,6,9,27.3023784300276,26.368039467347,27.7169986996497,26.5700731807533,27.6959365948336,26.813545869185,-0.9878850690752,0.0669469473046937
"Q9NQC3",8,7,7,7,7,9,24.5073302198579,24.3292416280336,24.918726326903,24.7153940748031,24.9010365527863,24.9607665535251,-0.107230281061799,1
"P14314",10,12,8,10,9,8,25.5138180574022,25.4374360042693,25.816674909207,25.4508721856158,25.8298469745392,25.8610236564172,-0.137002698282033,1
"Q9Y6M1",6,4,5,6,8,6,25.0332137714406,25.2134012174514,25.5420326507416,25.3482440399778,25.6050865510848,25.5495979719708,-0.0230299146223333,1
"P04050",7,4,8,1,1,1,24.1238500197523,24.5772106330851,24.7530999158165,25.0953872030843,24.6826958938019,25.1880868366627,0.433679614487134,0.543845846297099
"P63151",8,6,8,8,7,5,24.7452725069624,25.0107848642226,25.1084186910486,24.9273846438319,25.1649613848231,25.1864927135217,0.0353365462473671,1
"Q96RP9",5,9,7,6,5,8,26.1640647881062,25.9292639177158,26.438206941466,25.425168897111,26.428734454249,25.8968378238109,-0.593245181727833,0.450057170441808
"P61160",9,9,8,9,7,10,25.2470539392179,25.349807640942,25.683814805637,25.4013734242737,25.6936456181405,25.7202981238386,-0.051011724647033,1
"Q9NTZ6",5,5,6,5,6,8,25.009124687985,25.0878826606285,26.1474527625018,25.570110482208,25.3818441817697,25.9868726993245,0.0354814033015008,1
"O75400",7,7,9,8,8,9,25.2158163183321,25.37374932463,25.6152288715977,25.4698025181927,25.6401972664992,25.8434809001994,0.0719300955310338,1
"P20290",6,6,6,6,7,8,24.9539671003323,25.2393070220675,25.2748184682803,24.482040054534,25.5220927455561,24.802108473238,-0.409140921443067,1
"Q9BZZ5",8,7,8,6,7,9,25.3104900539533,25.4521071088422,25.7572355612753,25.5807514999118,25.8495590579404,25.9522204640121,0.0225981331990326,1
"Q07866",8,9,9,9,11,9,24.5904905401059,24.6314459707331,25.0845909093282,24.9235241677371,25.2194001636495,25.2794629412663,-0.0200161777823666,1
"Q9BQ39",7,10,7,8,7,9,24.7956124436107,25.3390266972619,25.2652041117722,25.0875754956048,25.4266871782337,25.494981284865,0.144693248038366,1
"O60832",9,7,8,12,9,8,25.3797645150849,25.5938171440634,25.8427880586559,25.6086566267851,26.0198068628789,25.7300661361945,-0.103273176525568,1
"P55196",2,6,3,6,5,8,23.5772347249036,23.7801258139968,24.0313226022887,23.7778081251588,24.1553693523457,24.1101635518681,-0.0319430628381004,1
"P0CX45,P0CX46",8,6,8,3,5,6,27.3535018297434,26.2420955591971,27.9018696981664,26.5886876470082,28.0106580272185,26.9573069279045,-1.1593131403395,0.065110122549184
"P37302",7,9,7,4,4,5,25.7290768566166,25.0359302244527,26.2158158740705,25.0195165837046,26.2698570520122,25.3314591902267,-0.942614594771767,0.0811036501454334
"Q13409",10,9,7,7,7,7,24.207412375704,24.1772274464225,24.6765354111221,24.3475602760805,24.6972866111774,24.7590484191421,-0.0991327521194663,1
"P07213",7,9,11,6,6,7,24.4607655870999,23.4831908933566,25.3124102046123,24.010209142934,25.4127539561754,24.1595364729538,-1.17766441288107,0.0906600514865291
"P33316",5,8,7,6,8,10,26.7280303115998,26.8071091133411,27.0369062128143,26.8786695988502,27.1382735190821,27.185038734904,-0.0107975321336345,1
"Q06323",7,5,10,5,9,12,25.0784352278646,25.0296948350823,25.4945782727037,25.2239602965346,25.7237472785413,25.7449722764902,-0.0993777903341666,1
"Q16181",8,7,8,6,7,8,24.9611665124392,25.5370540137204,25.6779657234162,25.5476449698317,25.6085407894345,25.7445222242031,0.1938493941551,1
"Q9Y617",7,7,11,4,8,12,26.5576025263441,26.8830248819321,26.805193102797,26.8503248762797,26.7968254525937,27.1671306746624,0.246953117046467,0.556350901070147
"Q96SI9",9,9,8,8,8,7,25.9147933216526,25.8292281869809,26.3833831455567,26.181293168509,26.4556990860822,26.4144443381812,-0.109636619873465,1
"P61011",4,5,6,9,7,7,25.3646045175567,24.9849705882393,25.8375563324797,24.3054998635173,24.8434519545774,25.0938321094222,-0.553770081145,1
"P49959",3,10,9,6,7,8,24.4332535567963,24.82062267638,24.8884902075741,24.6010728649779,25.1132824260196,24.6506029126599,-0.1209092454574,1
"Q13151",6,8,7,7,7,6,25.8833457334078,26.0966635267289,26.0115064109173,25.763744449898,26.1182792405805,26.2167443782766,0.0213403233326339,1
"Q92688",8,9,8,8,7,8,28.0139266212865,27.9795357070309,28.0044937799734,27.719892099234,28.119131423926,28.1710501699054,-0.0890246163385342,1
"Q96C36",6,6,10,8,10,7,25.5831766745977,25.8733622508515,26.1190721992051,26.0334991235141,26.2028209203573,26.5597276345127,0.187173071572734,1
"Q15008",5,6,8,4,8,7,25.5395341800557,25.3553482732809,25.9825812577317,25.7139687464653,25.9857522291491,26.023442362533,-0.138369428219099,1
"P57740",4,6,4,9,6,5,24.1084091191067,24.3528200151372,24.3582553344751,24.2701698335597,24.69800652067,24.4307932464534,-0.0369626263671658,1
"P22059",5,8,6,7,7,7,24.1975039312081,24.0691181602143,24.9154193405672,24.449218180788,24.7824320863628,24.4370179871396,-0.3133336766654,1
"P33195",NA,1,1,7,6,8,23.1934913712768,24.4745896215419,23.1399007202926,25.2386993439981,23.4865486759515,25.5885180419978,1.8272887466723,0.0182067116568774
"Q9UBU9",7,7,7,7,7,7,25.2567007916555,25.6689098644902,25.6944051821942,25.3405326761622,24.7787336827463,23.9812587511646,-0.246379454926333,1
"Q08752",5,5,7,5,8,7,25.1784364518388,25.2506440904243,25.4084302976322,25.1498455580467,25.4036089059756,25.3943081646504,-0.0652259474417332,1
"P39015",5,7,8,5,6,8,27.270503649125,26.5854154319177,27.4350454111412,26.4989816178257,27.4124017376604,26.7350911419493,-0.766154202077967,0.112231326456801
"Q92917",5,8,4,6,6,4,26.4099370334812,26.5108542118761,26.3296837163246,26.3093429812971,26.5045125499475,26.4605726317989,0.0122121750729344,1
"P17858",4,6,8,6,9,7,24.5952943650861,24.5726772151832,25.0095159921025,24.8273936851624,25.0073144229336,24.9053676309259,-0.102228749616901,1
"Q15637",7,6,7,7,8,8,25.6324915093688,25.7995393400793,26.0751172538793,25.8147535789734,26.057156196297,26.0305262075032,-0.0399819443297342,1
"P39935",7,12,8,7,5,5,24.088020685572,22.8695377428984,24.5318095352604,23.3061835425487,24.6383344868397,23.7216723720675,-1.12025701671917,0.0758432654884437
"P0AC38",2,3,3,8,9,9,24.3099549223681,25.393248645728,24.815623106356,25.2631512633122,24.8367713790189,25.7513734549816,0.815141318759601,0.128795505164761
"P33416",5,7,10,4,2,5,24.7788366306221,24.8832125901057,25.7435986899699,25.0666187382184,26.1702383580172,25.2776651149389,-0.488392411782068,1
"Q9UPN7",5,4,5,6,5,6,23.8880849145789,23.5560336604498,22.9845930807406,23.083229018078,23.6512154162171,23.3686672430573,-0.171987829983833,1
"P08621",5,6,6,7,5,7,25.8068420277716,25.7193324144262,26.040427692532,25.8174146579693,26.0688097610358,26.1768293415406,-0.0675010224677663,1
"O00487",4,5,8,6,7,11,25.0298142817007,25.3110358002072,25.2174294183185,25.1047380674683,25.3357828689987,25.6704559233246,0.167734407327401,1
"Q99615",6,7,9,9,8,9,25.0171839179496,25.6343556391971,26.3566537239036,25.7641619146395,25.6120715077071,26.1005471730713,0.171051859115867,1
"P62244",9,10,7,8,9,9,25.7959063809318,25.706345931874,26.4272442912458,26.0515566378832,26.3968168033689,26.3122800117289,-0.183261631353466,0.995518158244167
"O95433",6,5,7,7,8,7,25.5257654788219,25.7919502004936,25.814638593229,25.514854405844,25.740853762052,25.8778502716025,0.0344656812790672,1
"Q86UP2",5,5,6,5,5,8,24.2012780076139,23.9054262115084,24.4420272293015,24.2114614685011,24.499501287717,24.2523726555679,-0.257848729685001,1
"P0A870",2,3,3,9,10,9,24.3826643928505,26.2100981657506,24.7811866948574,26.21612371456,24.6860359188909,26.3613267206845,1.6458871981321,0.0132767917314516
"Q8IX12",4,7,7,8,10,7,25.2859627557567,25.4254083949535,25.6574799385349,25.3770002420917,25.7964468434094,25.6854820839308,-0.0839996055749997,1
"O75312",7,4,5,6,5,6,24.2072139575606,24.1619034854783,24.442051029219,23.9932794554055,24.4873274325523,24.3438051542496,-0.212534774732833,1
"Cont_P02081",8,10,10,10,9,11,27.8483224520896,28.1261825061528,28.3627210722504,28.1317324851714,28.4669107672319,28.4408032831411,0.00692132763113307,1
"Q00764",8,10,7,2,4,2,25.5578567700297,24.4391671165016,25.8004579771927,24.5476669719943,25.9939353734704,24.7543372565932,-1.20369292520123,0.0415608820304665
"P53090",10,9,10,8,8,10,25.3773210916,24.6250786097595,25.7514376126655,24.6052762648477,25.7384939165097,24.9787314909484,-0.886055418406534,0.0895457862320724
"Q86UK7",6,6,7,6,9,5,23.4599617281104,23.4596718740291,23.853275094503,23.4273350975442,23.9173413918966,23.9108159942385,-0.144251749566065,1
"Q01780",10,3,7,7,6,8,25.4081914636331,25.6121395811763,25.8469917574013,26.0805530941039,26.1508002958731,26.3514264364578,0.2127118649435,1
"P08708",6,6,7,8,8,7,26.5094791619491,26.2920266812081,26.9418105190769,26.6218484290879,26.8785595963359,26.9197907016336,-0.165394488477432,1
"P15180",9,9,7,4,6,4,25.5009782400435,24.640343139715,25.6879815292062,24.5019243871967,25.8417300833739,24.7451728816987,-1.04774981467107,0.0513697858444269
"O75152",7,5,5,8,7,8,23.7268491696234,23.6461987543812,25.2420893063759,24.3256343031277,24.5707605542307,24.2949542821876,-0.424303896844499,1
"P0A9P0",1,1,3,10,9,8,25.0938528980077,25.0549223908034,25.1677413867522,25.6550296008781,26.0641164591008,26.0139853840969,0.132742210639234,1
"P05319",9,10,9,8,6,5,27.5215541950707,26.6105374842058,28.0033580057911,26.6740685330054,27.9959684303168,26.9008592551162,-1.11180511961707,0.0521113290895883
"P62979",7,8,9,7,9,10,28.4757035018099,28.2421707363443,28.8503363232582,28.531387529167,29.0358448359894,28.480698137735,-0.369209419270401,0.785374317498826
"P30086",7,9,6,8,8,7,26.9178048232265,26.9810960098995,27.1729668789332,26.9983448357735,27.2654453640951,27.2903282726263,-0.0288159826518329,1
"P00492",6,6,7,6,7,10,25.0140848496025,25.4983284494029,25.6690768754082,25.4457277014046,25.7416083202854,26.0242912119809,0.181192439164099,1
"Q05911",8,10,10,8,9,7,26.2377271097961,25.2336995384928,26.8275792754159,25.5650576723241,26.9069038038156,25.6268929769577,-1.18218666708433,0.0531177310038297
"Q9NVI1",5,5,4,7,8,9,23.7599996950814,23.8928716541469,24.0567908319426,23.7292505326726,24.2361905834076,24.1014818688593,-0.109792351584266,1
"P40185",9,11,8,7,5,6,27.2424690797434,26.3063987078004,27.620709360224,26.3616454528387,27.6461853477001,26.6043059522866,-1.07900455824727,0.0521113290895883
"Q9NVI7",8,7,5,5,8,7,25.4383035335026,25.4074281738539,25.6533924516148,25.4314251689761,26.7858290853616,26.7996586971863,-0.0796710101542324,1
"P0A862",5,3,3,5,7,6,23.8628484474015,25.8049187713328,24.2102628885657,25.6997699416262,24.3883234743781,26.0832749600601,1.7088429542246,0.0132767917314516
"P13188",3,7,11,3,4,5,25.7662697748048,25.1097777405502,26.3060711487148,25.523070869494,26.2860104329626,25.7286769279456,-0.665608606164134,0.471846792635008
"O75955",8,9,8,9,9,10,24.5101804357331,24.4964651856627,24.7868394301666,24.4686665473732,25.0543135039112,25.0193533502385,-0.122282762178834,1
"Q14232",6,4,6,7,3,9,25.0612787256428,24.9008054628396,25.2388914387381,24.7212094620506,25.0201098038655,25.1530254603388,-0.181746527672467,1
"Q8TCS8",6,6,6,6,6,8,24.7625047124721,24.7573433104031,24.9861665060413,25.1185327306016,25.3122581270908,25.3077105630671,0.0408857528225338,1
"Q12122",6,8,9,4,3,6,25.1135722446343,24.1889144695278,25.4528923619445,24.3456871850537,25.5192796695309,24.6549212508418,-0.965407123562135,0.070765015689421
"P62241",6,6,10,7,9,10,27.5403664596006,28.1758826978084,28.4177537713388,27.612463251891,28.4782824264346,28.3062244361524,-0.113944090507399,1
"Q99873",5,7,7,7,8,12,26.0692007822897,26.1054154115425,26.2608748954149,26.0365890051755,26.3267291451447,26.3053126787627,-0.0698292424562001,1
"Q9P2I0",3,3,5,6,6,5,23.4976477002736,24.0034146270076,24.2135226989352,23.577452916211,24.3969911790422,24.425556172182,-0.033912620950133,1
"Q15019",7,8,9,6,6,9,25.0523697058705,24.9918901946715,25.1158641000464,24.8747525174878,25.4824799433576,25.4834216890929,-0.100216449340767,1
"O75122",3,3,9,3,4,7,23.3940758806094,23.5638463251948,23.6060329496497,24.0303421543768,23.9639191287973,23.9852535671771,0.205138029230767,1
"Q03252",3,5,4,8,5,6,26.4444458496132,26.4416524554321,26.874838145484,26.533250943997,26.8558226953396,26.8274970953142,-0.1242353985645,1
"Q13162",7,7,6,8,5,6,25.5588564852438,25.3140227909665,25.9003121199166,25.5659046387725,25.9171965049198,25.7940280940743,-0.234136528755633,1
"P60228",8,6,7,9,7,8,25.7815602251071,25.6801557106198,26.0509086425434,25.6782647492685,26.1894958225329,25.9939611929556,-0.223194345779834,1
"P23180",8,6,10,3,4,5,25.4633154455072,24.5208055682846,25.9807195786102,24.8129791775712,25.2654515165035,25.0043197499766,-0.790460681596166,0.23920491641919
"P32521",5,8,8,4,3,2,23.7231055330944,22.6782689407792,24.0285411356137,22.6977539729177,24.1687541271703,23.1408662714582,-1.1345038702411,0.0521113290895883
"Q04760",6,7,8,6,9,10,26.3208955544022,26.5900895840854,26.5313812225295,26.2775527473131,26.5367414256142,26.5325248908452,0.00371633989926679,1
"P36008",10,7,10,6,7,5,27.6804165086981,26.6305844218859,28.0024589749655,26.7010265623277,27.9894698623151,26.9979432559531,-1.11426370193733,0.0490444827838663
"Q9Y5K6",2,4,3,3,7,7,24.2645748916055,24.3559107764116,24.5266853666926,24.4535870199157,24.798268187086,24.843789489604,0.0212529468490684,1
"Q9UKX7",7,8,7,7,8,7,23.7510376022037,24.1474479490198,24.6053474858624,24.2152719952852,24.8582969341736,24.5507614611615,-0.100400205591067,1
"Q6UN15",8,7,9,7,7,8,24.495793191844,24.6696307719218,24.6561690770416,24.5245586922973,24.8121148134326,24.4818850211639,-0.0960008656450668,1
"P32929",5,8,8,7,8,9,24.729481653324,24.718835837473,25.0675796074592,24.8486190247409,25.211995352529,25.0383570681374,-0.134414894320301,1
"Q9ULU4",5,5,6,4,4,8,23.8194764934181,23.8246670709454,24.0040405723025,24.1019189427884,24.1094610145005,24.0458376342895,0.0131485226007335,1
"Q2TAY7",8,6,6,9,4,7,24.0469524524536,24.6878549141627,24.5317938327058,24.3877888496583,24.5747355633543,24.7401969319657,0.220786282424333,0.90554993113147
"P32322",7,8,9,7,7,6,27.5203797310909,27.070733677956,28.165123059719,27.2026115577563,28.1314715698996,27.5710039229026,-0.657541734031534,0.49419379281186
"Q9UBC2",5,5,4,6,5,6,24.0362814550758,23.7009756752688,24.6888242076017,24.0416603212493,24.5844294853624,24.373987956613,-0.397637064969601,1
"Q86Y56",4,4,9,7,4,10,23.5148507949078,23.6773626463285,23.4783713110095,23.502941883935,23.9082564541979,23.938166323054,0.0723307644007664,1
"P46680",7,8,9,3,4,4,24.128593663743,23.2933492786091,24.7313081535872,23.7344704460102,24.8017655812752,23.9172450450438,-0.905534209647434,0.1588433447504
"P78406",6,10,9,8,10,9,24.9170487798978,25.3590119604527,25.2384018235898,25.1090837854698,25.2376589938519,25.1459103844624,0.0736321776818005,1
"P53041",9,9,7,7,10,7,25.9065738375876,25.6613250319801,26.028254463816,26.0273083800411,26.3520159377846,26.3398502746597,-0.0861201841691018,1
"Q9BQ52",8,4,9,8,5,6,23.6484011425751,24.0825941221773,24.2347566316142,23.9842855442144,24.3295068972643,24.3451195976916,0.0664448642099013,1
"P25719",8,7,9,6,4,6,25.6337862563743,24.529835264944,25.9965941661765,24.8729433881679,25.7952125055088,25.1454682469382,-0.959115342669833,0.0792683635567292
"O60684",4,3,7,4,5,5,24.4587226257752,24.5217135292105,24.7023590372812,24.4694435864604,25.1180589849644,24.7712971257653,-0.172228802194866,1
"Q96EP5",6,8,5,7,9,6,25.3612664735994,25.2850093040701,25.5565121354906,25.4311847546951,25.5420785979614,25.6308778815765,-0.0375950889032334,1
"P39687",8,9,8,7,8,8,27.9654540401775,27.8354787506379,28.0355507187695,27.8128588615359,28.1759032505303,28.2622610505857,-0.0887697822392669,1
"P39516",6,4,8,6,5,6,27.856231737359,26.658241778625,28.2667858259616,27.0569173146905,28.2585469132235,27.3152273859516,-1.11705933242567,0.0590115743660148
"Q9Y277",9,9,6,9,9,8,25.9890914509988,26.0402923969622,26.0748927578935,25.9297434881961,26.1676328312042,26.2432982143043,-0.00609431354463415,1
"P32861",8,6,6,3,4,3,26.5089488132199,25.6626593581239,26.7794007587925,25.8068132224358,26.9013071084797,26.0756842976121,-0.881499934106767,0.0893279756547962
"Q9UNM6",8,6,7,7,8,8,25.8002936532554,25.8899306682241,26.2215995108763,25.9503723000127,26.2534884408264,26.2464893840001,-0.0628630842404002,1
"P09938",8,10,9,5,6,7,26.3067228554826,25.7106761314603,26.8158741122631,25.1833705103846,26.9947395327782,26.2597925334942,-0.987832441728268,0.199491680700663
"P0A836",5,5,5,9,8,8,24.2642680544033,25.656199852359,24.8747715567916,25.7090596156008,24.2369268726225,26.0945521224202,1.36128170218753,0.0339431207026413
"P50995",8,6,6,8,7,9,25.2953988733359,25.4722097711354,25.6985240947967,25.4527595474631,25.7821394909776,25.8211226162757,-0.00999017474533185,1
"Q04917",8,8,8,8,9,10,27.4698308314981,27.9171357591617,28.0204464245727,27.633378751506,28.0567931467592,28.0663043837428,0.0232494971934993,1
"P52294",6,4,7,5,7,6,24.5061887971523,24.5272951572035,24.8453864867524,24.6217176629936,25.1411651055838,24.7880936980527,-0.1852112904129,1
"Q9H8H0",7,5,6,10,7,9,24.461087954829,24.6900649173403,24.6255223547953,24.5128125444526,24.714631545774,24.8058990179097,0.0691782081014326,1
"Q96T88",6,4,7,8,4,4,23.9900152133449,24.5200088194386,24.1783072679707,23.9214512632543,24.9071574879942,24.7535135347985,0.0398312160605343,1
"Q07021",8,8,7,8,8,8,26.5447442192511,26.6739852105948,26.6282708655909,26.6064897069877,26.9385083465192,26.9765760097147,0.0485091653120004,1
"P0A8V2",1,NA,NA,4,5,10,21.9918437562752,23.9959311776284,22.8966980681155,24.0631829104614,22.5690672996995,24.3642279182633,1.65524429408763,0.0188461260472691
"P35637",7,9,8,9,7,9,27.0908573836244,27.1451984516134,27.4345545495807,27.1219389565508,27.4697290003489,27.4291518125176,-0.0996172376240665,1
"Q12849",7,5,7,7,6,6,24.1975385759074,24.3647828302128,24.4517363278886,24.298257548718,24.6540780925809,24.6821080826787,0.0139318217441987,1
"Q15437",5,7,4,5,7,8,24.0172425482385,23.743687023235,24.2286838131033,23.9433758281211,24.5091122041249,24.5271573234097,-0.1802727969003,1
"P69905",7,8,8,6,7,9,25.7711554460376,25.78210298739,26.2541579882908,26.1841424232089,26.5209488045162,26.5674985571233,-0.00417275704079856,1
"Q13148",10,8,10,10,9,9,25.5065196969127,25.6203186184,25.8485115779245,25.8065421488355,26.016197722355,26.0539227337436,0.0365181679289665,1
"Q96HC4",5,6,8,7,8,4,24.8566937535832,24.8967360334937,25.2123978254046,25.0233711230756,25.3563721743619,25.3091993248588,-0.0653857573072022,1
"P17076",9,7,10,7,7,10,28.4949306399152,27.31012652454,28.9981078965346,27.7447781092336,28.9899119961257,27.9681977048056,-1.1532827313321,0.0487301457855088
"P35611",3,7,6,6,6,7,25.4454628846131,25.3005959657564,25.7490120415071,25.5910452977337,25.7471741223283,25.8311890266553,-0.0729395861010337,1
"Q9UHD1",7,6,7,6,6,7,24.9633351553001,25.0773296495036,25.4061332357931,25.0746937027802,25.5473240766332,25.4176536047472,-0.1157051702318,1
"Q08945",6,4,8,6,6,8,25.69529478273,25.4442257977762,25.757688887631,25.6424683241255,26.042886722418,25.7188528699782,-0.230107800299701,1
"O95071",4,3,9,8,6,7,23.2020900365817,23.6447969720312,23.9753977411151,23.6111699345669,24.0473932124595,24.1935746885707,0.0748868683374996,1
"P38159",7,9,9,9,10,8,27.4835118567142,27.531342906139,27.8122587958242,27.6022023865731,27.8245441326114,27.8325084880981,-0.0514203347798663,1
"P31323",6,7,8,6,5,7,23.9535115904001,24.4639800426604,24.5338432363424,24.1089589242129,24.8411790611481,24.8213648811956,0.0219233200594324,1
"P53691",6,7,10,5,4,4,25.2985537463232,23.8928356246239,25.6070852061865,23.9347057227334,25.2158447507899,24.3192842955847,-1.3248860201192,0.0330479670934609
"Q9NRY5",5,3,5,7,8,8,23.3505406535033,23.697396916683,23.9042909039466,23.607777293557,23.78209558655,23.9784391994098,0.082228755216633,1
"Cont_P32503",7,8,6,6,3,7,26.0282291665106,25.3460613484027,26.3095188195138,25.2230032726496,25.9606522086844,25.4980401140307,-0.7437651532086,0.152005926835202
"P61158",5,5,8,5,6,9,25.0546281634371,25.0300295638872,25.3929449410646,25.1830180307331,25.3616028878977,25.4897035624159,-0.0354749451210665,1
"P18899",7,5,4,5,1,3,23.6286193036372,22.390741135368,23.8235913452666,22.2278084914631,23.4086434394615,22.3808835092576,-1.28714031742553,0.0289062832580108
"Q9UI26",6,6,8,4,7,9,24.7364351709679,23.7270059699182,24.3968970057344,24.2961487053108,24.5112093841042,24.5936907640392,-0.342565373846101,1
"Q9H6T3",9,7,6,5,7,8,24.3766725656099,24.4911692841514,24.5345270701075,24.4269550798617,24.7226076478384,24.7498781203846,0.0113984002806321,1
"Q9BQ67",6,6,7,4,7,6,24.7638951643492,24.3285556440032,25.0428237826305,24.6956448202267,25.0632164911657,24.9521003728241,-0.297878200363801,1
"Q07666",8,10,8,8,9,10,26.3679419190969,26.3608781542439,26.6234754195423,26.4474446106156,26.6934494166046,26.7277858734844,-0.0495860389666329,1
"P12235",5,6,9,7,8,8,27.0449020145814,26.9301095376151,27.2967626272208,27.1314478622627,27.4735108014914,27.4499100770779,-0.101235988779301,1
"Q86WB0",4,5,8,6,3,6,23.6622120029197,23.8516525015695,24.1929405138847,24.1368073263731,24.4600288689151,24.463320310438,0.0455329175537003,1
"Q13561",6,5,7,7,7,9,25.0164653759493,25.3703159845478,25.5174509756902,25.2845581104299,25.5707581226525,25.6444672729206,0.0648889645354345,1
"Q9C0C9",7,5,6,5,7,4,24.1547235625651,23.7081065642963,24.3043400405365,23.5262240033308,24.323021352627,24.1848879005422,-0.454288829186432,1
"P0ABT2",4,3,3,5,5,7,24.0831804770799,26.0637456132796,23.9554620798556,26.1036854425387,24.4647963709432,26.4088182052217,2.02427011105377,0.0104441206438788
"Q99567",5,5,6,7,5,8,24.1654741110289,24.330779319619,24.5163252308693,24.3774945298418,24.5908867031353,24.7413267703296,0.0589715249189678,1
"P07263",8,6,8,7,4,4,24.4552446819505,23.5539001712543,24.8256217684204,23.6810012548147,24.8239413306999,23.9628651239536,-0.969013743682735,0.0670728939205524
"Q15813",4,8,7,6,9,6,24.6864195227503,24.699345705456,24.9839182051059,24.7109354633516,25.068032650397,25.0748649995995,-0.0844080699486997,1
"Q5BKZ1",7,7,7,5,8,7,24.3120062913536,24.4048684404655,24.70122818862,24.5413526025487,24.876005667921,24.9386861918045,-0.00144430435863422,1
"Q15042",3,4,5,5,6,5,23.7348500675024,23.8041720932876,24.0670032940558,23.6136123318826,24.0508012238021,24.0495635882416,-0.128435523982834,1
"Q9UBL3",6,5,7,8,9,8,23.9759313862325,23.7302279782464,24.3375452770349,23.8309603944704,24.3855634561116,24.2172810452334,-0.306856900476267,1
"P40925",9,5,7,7,8,10,27.5210851953409,27.4473119243105,27.9950235360454,27.7936549012143,28.018563562073,28.0447991493915,-0.0829687728476654,1
"O43399",6,7,7,6,8,8,25.3577965516096,25.8077576983344,25.8560513170913,26.0098453571381,25.938721184007,26.353923224982,0.339652409248867,0.530087435570543
"Cont_Q28107",5,6,5,9,4,7,23.5612117180727,23.8375443986856,23.7838420318664,23.6290241514702,24.0357966874174,24.1480817929804,0.0779333019265683,1
"P0CX41,P0CX42",7,5,8,7,6,3,27.0069091706497,25.944795869568,27.3439548911073,26.210603424569,27.474821549767,26.5427449634077,-1.04251378465977,0.0663479643662241
"O43264",2,5,5,4,5,6,23.1238214514165,23.8523210003928,24.2217264982604,23.6310817798082,24.228155336222,24.156018248979,0.0219059144270327,1
"P38117",8,10,6,8,6,5,25.8950025562249,25.8284363635237,26.1932018288263,25.988545403894,26.2304633560668,26.2782452579907,-0.0744802385698655,1
"Q13867",6,5,8,5,5,7,25.2918437809319,25.4548747065983,25.2627416329934,25.1911752106216,25.4821932244411,25.4646611583697,0.0246441457410675,1
"P0A825",2,2,2,6,9,8,24.4356401247911,25.852895018037,25.4129832525359,25.9139729023189,24.928450604207,26.349056702861,1.1129502138943,0.0661410489254224
"Q9H6R4",9,7,9,5,5,6,24.2235552923381,23.9378097641052,24.9703528276479,23.8994509682552,24.7812902683858,25.0555523686984,-0.360795095771001,1
"Q12230",9,8,7,6,7,8,26.5340898244031,25.7039954265781,26.9324422172658,25.7351051939107,27.2085615319704,26.0619402041019,-1.0580175830162,0.0642574753160201
"P0CX43,P0CX44",5,8,10,8,5,5,27.1379096895914,26.0642475650047,27.5030697942015,26.1811373913256,27.5585265156704,26.4179889681173,-1.1787106916719,0.0457999142818968
