"protein_group","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_B_1","number_of_peptides_B_1","number_of_peptides_B_1","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"P46777",19,18,18,16,20,19,21.6351856772074,21.7266116281043,0.211889584493961,0.0328435693746478,0.0921912223500717
"Q96PK6",20,21,18,21,22,24,22.3898518732291,22.2864715716671,1.48717763758464e-10,0.999987075182795,1
"P17858",7,8,8,7,9,7,20.2666279879531,20.2436689305992,0.195671691059164,0.0887549156753621,0.210160809750813
"P77674",5,4,6,10,11,11,19.4918504659023,21.1728343636131,1.77940077837245,6.24004049318355e-22,4.01645533207595e-20
"P06753",NA,NA,NA,NA,3,5,25.244287870761,25.2094015715816,9.14356800619332e-20,0.9999999995947,1
"Q7Z6E9",11,11,11,12,12,9,19.90924953625,19.7082084819477,5.45577392441791e-20,0.999999999458265,1
"Q9UBQ7",9,7,8,7,8,9,21.4638054299045,21.4893865944468,0.14193350615213,0.137387171833287,0.302768055505675
"P32263",10,10,5,8,8,8,21.5042820118251,20.5273730400514,-0.808992503940277,1.83022854253684e-13,4.71216890122413e-12
NA,NA,NA,NA,NA,NA,NA,18.5423182299101,19.3235479483246,2.59743794703359e-21,0.999999999994181,1
"P0A9Q7",10,10,12,25,26,24,19.7244429309545,21.5004987884546,7.52449206467298e-09,0.999886440221197,1
"O95782",21,19,24,25,19,27,21.6134469840104,21.6232888951574,0.154464482032061,0.00249070183377906,0.00997414588671159
"P14866",28,29,32,36,33,29,22.0806265339699,21.9485433362041,3.52196677713573e-20,0.999999999318312,1
"P67809",12,12,10,11,13,14,22.1062373819297,21.9657606022741,6.15246573991388e-21,0.999999999888345,1
"Q96GM8",8,9,11,8,7,7,20.4059506643514,20.416236474309,0.025487752842875,0.518856501121404,0.890287585474242
"Q12363",17,17,16,11,15,14,23.2959250798492,22.2139933341082,-0.863967028541448,2.12451053118685e-15,6.63500981278354e-14
"Q07478",13,13,13,11,11,11,22.2242129837099,21.2015223862467,-0.887525588100072,1.95678577621364e-19,1.03279153268556e-17
NA,NA,NA,NA,NA,NA,NA,19.9642299116738,20.0784079289731,1.01223401139286e-19,0.999999999351483,1
"Q08211",47,49,45,46,48,54,22.798963092781,22.6798164327413,0.101314749354613,0.0193871688700615,0.059560813327232
"Q7Z460",NA,NA,5,13,5,4,19.9170121996488,19.9213811679478,0.199194494602747,0.0220056809375364,0.0659920363569984
"P17967",19,20,19,15,16,13,23.4650844346123,22.3991150831352,-0.796249628562157,4.19905138028667e-18,1.84688276542942e-16
"P09496",NA,NA,3,NA,NA,NA,22.9696492162346,23.0128038309862,0.0801249513251288,0.490654008684327,0.852426549649729
"P19097",58,60,61,47,39,41,22.0782090882279,21.0059773739688,-0.887243507329827,4.05450205623891e-62,1.06998309264145e-58
"Q13356",8,13,14,14,16,16,21.1138108108605,20.9365522858795,2.91910570715316e-20,0.999999999538171,1
"P16862",24,24,28,15,19,18,21.9227462014442,20.7869419132823,-0.897506855134598,1.16180404007617e-33,2.35846220135463e-31
"Q9NVM6",5,NA,3,NA,4,5,20.184773629419,20.0525789252461,0.217722797716274,0.0802556599889492,0.193951178306627
"Q9UHV9",5,7,8,9,4,8,22.6786529647686,22.5747007841146,1.52175032005797e-18,0.999999998954681,1
"P35232",15,18,19,20,18,20,22.1758967560821,22.1345065282383,0.138125392970282,0.0107485836961075,0.0354790648830866
"O75717",12,16,12,14,11,13,20.0019466466723,19.956274437875,5.75925033565736e-09,0.999750088121977,1
"P07813",1,NA,NA,6,4,3,18.9844352077234,20.7374232729935,0.8283022644517,0.0391824495070155,0.106490714983536
"Q96CW6",NA,NA,NA,1,NA,NA,19.1003481136324,18.7851623083468,-1.14501272647613e-19,0.999999999677562,1
"P35606",15,14,15,16,13,15,20.7340120164982,20.6666159933463,0.0724908032549646,0.35146615284167,0.647482846317046
"Q14676",7,NA,5,9,9,10,19.7671857768336,19.8913524108534,0.233792681215569,0.0102535827408414,0.0341441070701332
"O60306",11,8,12,9,13,16,20.0580419502286,20.142794486018,0.268422753278007,0.00181751600390973,0.0075653386976621
NA,NA,NA,NA,NA,NA,NA,18.5093624089148,20.1486482209305,1.77956326639949,0.000340759411394049,0.00177369642341005
"Q8IWA0",10,10,13,11,9,12,20.1188865090706,20.2371443251707,0.178233711149945,0.085565420909132,0.203889070680993
"P31040",15,15,15,17,18,19,22.0629083321207,21.9749388951088,3.75112308237619e-08,0.99938457889219,1
"P14540",41,45,50,33,31,38,22.6776510039533,21.6798417870127,-0.819110746649648,5.80510255209758e-21,3.44262149100798e-19
"P53252",12,14,16,7,10,11,22.6193213837648,21.6015331287189,-0.765448034416386,8.63320109271046e-17,3.32598798301648e-15
"P0ABE2",NA,NA,NA,2,NA,NA,17.5973153102809,19.3510409914648,1.85872398096466,2.15140056389805e-05,0.000149605957526402
"Q9UBI1",3,4,3,3,6,2,19.9116742254702,19.9880267464528,1.67727673043824e-19,0.999999999286625,1
"Q96CT7",3,2,5,5,4,NA,20.8067886932192,20.6260262666221,2.8419126944487e-20,0.999999999853391,1
"Q9UKD2",8,11,11,13,10,NA,21.03084058537,21.1425102725305,0.008306108138266,0.853913599315901,1
"P02400",16,19,15,11,11,13,21.930663748421,20.876487574833,-0.92518508847695,1.31296514043879e-27,1.5399622247191e-25
"P0A7L0",NA,NA,NA,6,7,5,21.3689672374242,23.1224173422161,1.81853822051336,1.32508160044577e-11,2.74265909300109e-10
"O75175",NA,NA,NA,NA,5,NA,20.7535123104107,20.7634805780324,5.67366096423475e-11,0.999984801795103,1
"P10622",2,1,1,1,NA,1,22.7548286703635,21.9334577429008,-0.680297945574542,0.000213929908054047,0.00119737227434704
"P52758",2,2,2,NA,2,3,21.1658463850787,21.1335462929829,0.0798566552642348,0.46639939853504,0.817282876981389
"P22102",43,45,44,45,38,45,22.5606843076253,22.5558225432836,0.16370754683453,0.000463666973490685,0.00229571696630754
"Q0VDF9",10,15,14,15,15,14,21.01701951373,21.0185049884342,0.189830519719258,0.0083605662769372,0.0286725593305228
"P46926",NA,1,2,NA,1,1,20.2035114601375,20.4228025200859,1.15143025916164e-19,0.999999999605843,1
"P28838",21,22,21,20,20,19,22.0457576410558,22.0699960430175,0.1251767021855,0.0361930050126484,0.100013968825528
"P25349",6,5,5,5,5,1,21.5923731586451,20.4649850896051,-0.930767118095503,3.32912206205464e-08,3.90469027633876e-07
"O75533",32,33,30,31,30,37,21.9358157438781,21.8389283109137,0.0134512213763318,0.516572565999831,0.88810097828896
"Q14974",33,32,42,34,38,36,22.4520278413853,22.4196806473795,0.182705472034013,0.00137421034048858,0.00590641871099244
"P40212,Q12690",9,9,9,8,10,8,25.0047866074613,23.8535762777646,-0.932769282233591,1.81812237816996e-11,3.67664747585481e-10
"Q9BW92",NA,1,NA,4,6,3,19.6027841637758,19.764520620644,0.28651460983573,0.0621595866102082,0.156171491291109
"P00560",45,45,47,42,41,43,24.6724671349393,23.639418616884,-0.797267216410075,1.41936959228049e-42,5.76264054465879e-40
"P27694",18,17,19,15,17,17,21.6318246043791,21.5783214681352,0.0593837639640859,0.379518322902641,0.690520246404988
"Q9BZE9",4,NA,NA,3,NA,NA,19.4910765764871,19.3890536898845,6.08212584482047e-20,0.999999999762423,1
"P05737,Q12213",NA,NA,12,NA,NA,NA,23.8689567787408,22.7642197035095,-0.925117476098415,2.19822146137151e-16,8.0015261193923e-15
"Q9NVU0",NA,5,5,6,6,NA,19.4709694545032,19.7939895171167,0.119691450162961,0.241947184796147,0.477560673655223
"P05386",6,5,7,6,7,5,20.7956033094676,20.688275204184,6.13017920482303e-20,0.999999999367807,1
"Q9BX68",NA,4,4,2,NA,4,20.601050865429,21.0614341746092,4.37100394003605e-10,0.999974351423568,1
"Q96C36",10,10,10,11,11,11,21.938564165993,21.8704421315479,1.11003979320471e-19,0.999999999415374,1
"Q9Y230",19,18,18,19,21,22,22.4936501711876,22.5448430342388,0.174861721593788,0.00474134806001914,0.017647979591524
"P33316",8,11,9,9,10,12,23.1052047347259,23.1510672223989,0.131242950773438,0.0436692770782731,0.116879535709496
"Q15833",12,8,11,8,11,13,20.6004351077537,20.4160731752365,2.36265822955767e-11,0.999991417431319,1
"P49411",27,27,26,24,28,24,22.3586031252025,22.327122130317,0.138960249513248,0.00654884825856775,0.0233073642000813
"P50579",17,14,12,12,14,14,20.9325999420453,20.9160477209518,0.152877543157541,0.0022602141628918,0.00916237354204523
"Q5SRE5",17,17,19,21,15,20,20.3043707263844,20.2597960367125,0.00412728449589172,0.843396455910249,1
"Q2TAY7",11,11,12,13,7,11,21.0432908299103,20.9263167021116,0.125336140039882,0.0453657179906122,0.120569326829334
"P08200",NA,NA,NA,12,15,11,20.5271713658093,22.1337056414562,1.58024547866133,8.16372502743503e-11,1.48069212009629e-09
"Q9UHB9",16,16,15,13,13,13,20.7251952200354,20.6906494869604,0.118760730352503,0.0911561010191264,0.21440818548986
"O14744",13,14,18,15,15,14,22.7440562592509,22.7535804397883,0.111607694877174,0.0573254708503428,0.145884202096485
"Cont_P68103,P68104,Q5VTE0",27,30,30,27,30,29,22.9578423694491,23.0207213259665,0.190636247579594,0.00107121419745103,0.00473523327817968
"P0CX39,P0CX40",6,7,8,5,6,6,25.7138712621629,24.5629292589495,-0.972593746034912,4.92862462589576e-15,1.45325590924457e-13
"Q15149",61,54,67,70,65,70,19.9941312993976,20.0804404525993,0.175663030933747,0.00499230304038077,0.0184261366763145
"P54920",9,10,10,9,10,7,21.897416594111,21.8602984305473,0.112140904717695,0.0513955321316835,0.132973342446581
"Q8NFW8",4,6,5,7,9,8,21.2098105826747,21.0922743679914,6.60047207689321e-20,0.9999999993088,1
"Q86UK7",8,8,10,8,13,12,19.9783820000732,19.8606760226652,5.52363076842936e-11,0.999985941282368,1
"P34897",20,18,18,19,20,22,22.3633614124156,22.3870994785452,0.131004029398141,0.0680565717549241,0.169116094972924
"Q12788",15,14,15,14,15,15,21.9187207936812,21.8599463280467,0.112070297121563,0.013140037228766,0.0425740432740496
"O95319",NA,4,NA,NA,1,NA,20.4639808288657,20.1261471235062,-4.93483230818027e-20,0.999999999772897,1
"Cont_P08727,P08727",10,9,8,10,10,10,22.2664156135822,22.1736859546507,2.01255229356002e-20,0.999999999692319,1
"Q9H0D6",14,10,14,12,13,16,20.8479724377917,20.8925531016141,0.141666485063002,0.0265714447266858,0.0778269063637335
"P0ACF0",4,2,3,4,4,4,22.529469353723,24.6732174066148,2.22218316480701,8.16015946552197e-13,1.95769643904659e-11
"O75643",56,54,54,57,54,57,22.0324695336713,22.0187652656912,0.121989751596287,0.0266543566594481,0.0778701050734139
"P11172",9,10,7,12,9,7,20.9300361736852,21.1248538277672,0.199743003737897,0.0877035293806516,0.207951135701293
"P41227",4,4,6,5,5,6,22.7269390996951,22.7893168689345,0.0602871607328036,0.402790803827436,0.723780340046296
"Q9C0C9",12,13,9,10,13,9,20.1705076934957,19.9659101058426,-1.17610487872778e-20,0.999999999874503,1
"P07814",57,52,54,56,61,62,22.2547761102909,22.2463428429903,0.127438528098975,0.000555450707785868,0.00266031654781653
"P46655",22,19,22,19,16,20,22.4349252985648,21.3102741176142,-0.948628358315565,4.64176103725177e-25,4.45440268265724e-23
"Q14980",41,44,40,45,43,45,20.9396034023449,20.8968000211025,2.10486531469659e-10,0.99996880755525,1
"Q9P287",9,9,12,7,9,9,21.4466723192933,21.4870716191412,0.0531757404008577,0.353628558077336,0.650558218728539
"P38911",4,7,7,3,NA,NA,21.0981817944783,19.9344302037029,-0.951601593018736,4.18396718473519e-12,9.20124116709681e-11
"O75390",12,14,14,14,14,16,21.5525787437701,21.5280843927989,6.24606414629444e-20,0.999999999439749,1
"O00139",8,NA,9,10,8,8,20.549334263604,20.4221626620985,1.04595993913429e-11,0.999996737749888,1
"P62851",NA,3,NA,3,3,3,25.6932767678449,25.6533841792181,1.23997905028741e-07,0.99926277088477,1
"Q9UNQ2",8,6,7,7,8,7,20.8081191587211,20.7095936532105,7.325141523304e-20,0.999999999489185,1
"P78527",88,87,96,86,95,102,21.6992906817,21.6580375556968,0.108461757843541,0.000246204499049893,0.00135785511597214
"O95831",15,15,14,16,14,15,22.2284932667152,22.2081000580346,0.124124060775745,0.0406118741892175,0.110035663229307
"P55084",15,14,14,17,13,16,21.872389483557,21.8352968586145,1.30010609601439e-16,0.999999975875624,1
"P0AFH8",5,3,4,8,8,8,20.5763050845387,22.2394929467041,2.34603962501201,5.44135212862709e-11,1.02937120196752e-09
"Q9BUF5",8,7,8,7,7,7,22.0085494074893,22.0204008140455,0.166199032724171,0.0097065501790295,0.0326110835904305
"P09211",20,21,20,20,20,24,23.1747764413232,23.2142844205847,0.0480355660150233,0.269101009452301,0.519094947630069
"P54886",14,15,17,15,16,21,21.3353012510386,21.1739472839441,1.70396609417448e-09,0.999892356451117,1
"Q16891",20,20,22,17,16,20,21.1220635025762,21.0616542591402,0.114645761316518,0.0243712327345348,0.0720623901248597
"P14618",30,33,34,36,37,33,22.6339548825618,22.6592281842241,0.144616522423048,0.0380606456255818,0.104059225605938
"Q8NE71",15,16,17,15,16,18,21.9176477024275,21.8446850016455,3.2758573743446e-10,0.999959357877101,1
"P42765",3,5,1,NA,3,3,20.1083522460376,19.9987927141456,4.98425745839864e-20,0.999999999703096,1
"P25787",11,9,10,11,11,11,21.5092560347992,21.3878899851729,5.29062270083843e-20,0.99999999949825,1
"P76402",1,NA,NA,3,4,4,20.457645410355,21.6395379241767,1.42351929990365,2.57514623837798e-07,2.64943895636627e-06
"P68919",NA,3,NA,3,5,2,20.1495762295105,21.9462823877157,1.89917787280156,4.83568370825376e-14,1.3021805414369e-12
"Q05050",17,16,17,6,7,11,20.664089669436,19.6785046584075,-0.7651597644248,1.90487795827594e-06,1.63213406879552e-05
"P07262",9,10,8,8,6,5,21.7205647416828,20.7244680075152,-0.775787914393198,1.31375855022241e-12,3.09554358396155e-11
"P08574",7,6,7,5,7,6,21.3277244205242,21.3861349655906,0.259211193756388,0.000983207918967182,0.00439777236975321
"Q15042",10,12,9,15,15,13,19.9427074864894,19.9832620140293,0.0873909825238489,0.259824982457552,0.505103593889855
"Q03973",7,6,6,5,5,3,21.4197998205265,20.6285235225561,-0.696505561572446,0.00037491739169584,0.00192866860952305
"Q9Y4L1",24,28,26,28,22,30,21.149212152376,21.1537671159424,0.184338422430329,0.00210822991078893,0.00862576547995657
"Q9Y6E0",5,6,2,4,4,3,20.3721540470826,20.2205250784656,7.48752873613207e-19,0.999999998649431,1
"P05387",13,11,12,11,12,10,21.5241279327901,21.3924941169029,5.51334109732521e-21,0.999999999898825,1
"P05318",4,5,3,2,2,3,21.0539824227959,19.8774812518195,-0.8795238712192,9.67260970119393e-05,0.000578165730497187
"Q14444",13,14,11,15,13,12,22.4624862946425,22.3422240402622,0.072941214456651,0.213223981864143,0.432013887247196
"P47914",4,3,NA,3,NA,NA,23.5880332369115,23.4016069423625,-1.39272182571286e-21,0.999999999987874,1
"Q9UKV3",18,22,21,17,26,22,20.954733356225,20.8484735244577,3.07886226531225e-17,0.999999987727737,1
"Q9UHJ6",1,NA,4,2,NA,2,19.4729193905676,19.7315120454113,0.175557713044251,0.242690773806691,0.478849309963258
"P0AEE5",6,7,5,12,13,14,21.6736391221526,23.5247414236622,2.10185935010938,1.28275524020927e-23,9.95644434974199e-22
"P31146",NA,NA,NA,4,NA,NA,20.2236609965442,20.0735840807982,9.00261497982371e-21,0.999999999951593,1
"Q96JP5",3,NA,4,3,NA,3,20.0334810066671,19.765683642771,-3.91828219692784e-20,0.999999999818967,1
"Q01855",8,8,10,7,8,8,22.0249404459912,20.9513485740992,-1.09143419000563,1.78023906311138e-11,3.6138852981161e-10
"Q15181",23,19,19,24,21,21,22.8414456661427,22.7642627003813,2.12527952524722e-08,0.999603449783307,1
"Q15233",22,23,22,22,24,24,21.8532429690697,21.7649697916806,0.134125909199665,0.0106219023713452,0.0351268174912031
"Cont_Q1WEI2",23,26,30,23,26,28,22.4398830269684,22.1347212445268,-0.142330747110434,0.0425795900870392,0.114660753305813
"Q9BQA1",7,7,8,9,8,8,22.4503317271993,22.5195594466833,0.215861943607406,0.00560014944417683,0.0203704953593145
"P43582",4,4,3,NA,2,2,20.9109330053538,19.8266902524448,-0.864706816007908,3.82613982772943e-08,4.43832220016614e-07
"Q5T1J5,Q9Y6H1",3,NA,NA,NA,NA,NA,22.5100468363088,22.4051107836448,4.52829264155484e-21,0.999999999947196,1
"P0ABB4",NA,NA,5,6,5,7,19.2563952227293,21.0855350970474,2.00304163341207,6.2878190015684e-15,1.843728260571e-13
"Q9BRP8",5,4,4,3,4,6,20.5703146031876,20.5149330787366,6.71372361759827e-20,0.999999999505203,1
"Q96T58",NA,NA,NA,8,NA,NA,19.760200299383,19.6061986261572,-1.03705767412112e-20,0.999999999942737,1
"P00925",35,34,36,24,29,25,23.0159461510262,21.95924252884,-0.908744109443152,8.12272981391766e-43,3.57264732982145e-40
"Q99543",12,12,11,13,14,11,20.9536564347796,20.8767554385778,6.73805275242186e-20,0.999999999331985,1
"P19367",18,16,20,20,15,15,20.758696019669,20.88818241547,0.170067856300987,0.0148128883531166,0.0472116091351144
"Q9NZL4",7,8,10,9,9,13,20.5847408271594,20.712395164109,0.222241813214325,0.00291802419781017,0.0114764021729076
"Q96B54",3,3,3,4,2,4,21.2051239179906,21.0342496498965,-9.4068098060285e-22,0.999999999988749,1
"P48729",NA,NA,5,NA,NA,5,18.6546040310859,18.3016560898589,-4.27590528688554e-20,0.999999999868072,1
"P78318",NA,2,3,3,4,5,19.9655701168885,19.3637455734276,-7.39419683739183e-20,0.999999999729362,1
"Q8IVM0",2,NA,NA,NA,2,NA,20.2448615552287,20.2283232126996,2.56907230388695e-20,0.999999999811107,1
"P0AE08",5,5,4,7,6,7,22.5271891688694,24.2829305436398,1.66722424650374,8.14113075083065e-12,1.75383216746466e-10
"O00116",15,12,13,15,14,12,20.7915930942848,20.7081881582875,0.104572296926041,0.066067331340784,0.164715812383872
"O75367",10,12,9,10,8,8,22.2676322834551,22.2648741493484,0.0686060675557935,0.269185841542914,0.519094947630069
"O00154",7,4,6,7,9,4,20.9145703572464,21.0773327134137,0.122840753075191,0.383675932312539,0.69660872746666
"P31323",7,6,8,8,7,8,20.8315376441087,20.843397155168,0.193154538327975,0.0266747157962737,0.0778701050734139
"Q9UKM9",NA,8,6,9,11,5,20.6708312846934,21.060542515941,0.456391639006392,0.0151271980018671,0.0480682426573478
"P00817",9,11,12,10,9,9,22.7271516966932,21.6107374345556,-0.946153265398175,1.02680796987432e-28,1.26034708488294e-26
"P00350",8,9,7,16,16,15,19.7868738983236,21.5252668483486,1.85253491450973,2.64303476473052e-23,2.02173007076054e-21
"P23588",17,16,20,20,19,21,21.9334388116005,21.9237350217821,0.0567703395804474,0.272849875621127,0.524370893210221
"Q9Y5B9",20,21,22,27,21,22,21.2517571496847,21.3008395796984,0.211822042031195,0.0424965995246142,0.114495687744213
"Q969X6",7,8,8,11,7,10,20.5660170513906,20.6497893606685,0.23384007440945,0.00451033761706708,0.016871411724224
"P0CX53,P0CX54",7,7,7,5,5,5,23.4508337721473,22.5260072351547,-0.837060616881185,3.42873630244914e-09,4.67619385124717e-08
"Q9H3U1",16,13,18,13,12,14,20.049922144312,20.0901949497973,0.113091967293706,0.0537540165865032,0.138329448826701
"Q9HCC0",8,7,7,8,10,7,20.3662586822094,20.6207449111505,0.29613260399456,0.00212469657832069,0.00867968153279924
"P39940",13,9,10,5,5,7,20.764421122019,20.0159051458842,-0.45820307041559,0.00162692365773477,0.00684761010009896
NA,NA,NA,NA,NA,NA,NA,20.3891656129451,20.5297265542923,0.268934998466723,0.107258991440094,0.245922222771857
"Cont_Q03247",NA,NA,4,4,NA,4,20.7448294219382,20.8759299232039,0.158660304175596,0.149440470605629,0.324320231848893
"Q13895",11,11,11,10,15,14,20.8057789951371,20.691308679943,8.55759433596893e-20,0.999999999430357,1
"P00942",12,16,15,11,13,10,24.4811559239751,23.4205910260578,-0.918534738817244,1.15727002067427e-23,9.11652413301314e-22
"P80303",2,NA,2,NA,3,6,19.8104426802118,19.7757576981369,0.0965294673144121,0.436548561465662,0.771893905331915
"Q9UNZ2",13,12,15,12,13,14,21.8218643468457,21.700455373794,2.03835685336957e-07,0.998615651999437,1
"P35612",NA,NA,8,8,6,6,19.6333817503989,19.6905527937404,0.182438946502588,0.167381636900142,0.35596769271486
"Q86U90",5,6,5,7,5,5,20.6944543153563,20.6430299370407,6.08154889170458e-17,0.999999992081629,1
"P25437",NA,NA,NA,2,NA,NA,18.3367570879497,20.1632566437378,2.1250415974338,0.000324835807676351,0.00169919067682436
"P22314",32,30,35,34,32,36,22.411941953989,22.3942402523392,0.156930157802917,7.91732310389906e-06,6.00397002045678e-05
"P11766",14,14,13,13,17,15,22.1144046903301,22.2020139908583,0.223489575808842,0.00018227884423848,0.00103448144074269
"P13804",12,10,13,12,10,16,22.9349067899423,22.9044281612065,0.146405151245649,0.0260573639597186,0.07649097162369
"Q06523",10,12,6,5,6,5,20.9368627829979,20.0158218684326,-0.682007980845963,0.000269012125796647,0.00145476024585523
"Q92599",7,7,4,7,8,9,20.8163814999795,20.7447015727404,0.142485999050193,0.0463678530727439,0.122609984227426
"Q5VTR2",4,NA,5,9,8,9,20.2686891854907,20.1559658224472,-4.4310541552259e-21,0.999999999964139,1
"P19882",26,23,26,21,20,22,23.9622343611879,22.8824045086334,-0.878921074558859,6.39043651779364e-31,9.63677826883282e-29
"P10809",39,35,42,42,39,42,21.8976103481552,21.9802128967756,0.298298573152182,0.000319399909065606,0.0016724134127463
"P0A6F5",11,8,9,16,20,18,20.2526009196867,22.1471387322423,1.9833456815321,1.67419119871484e-38,5.52273821676057e-36
"Q99460",22,23,22,25,26,22,21.6889446704155,21.6272964452746,0.109740942717589,0.0303482185325089,0.0862562721672493
"Q01844",6,6,7,8,7,9,22.4736691679688,22.3279329401957,5.42042310532355e-20,0.999999999401702,1
"Q29RF7",13,15,18,18,19,19,20.6691918890031,20.5877164379354,8.2603292683822e-21,0.99999999991815,1
"Q07653",18,14,15,10,NA,6,20.2642163975319,19.1955365076392,-0.909690403771991,9.78407390242227e-07,9.02803182814418e-06
"Q9UHI6",8,9,5,9,6,8,19.7025506131566,19.788140467328,0.127990870732411,0.0989228888049698,0.230514351926106
"Q6P2Q9",48,47,49,56,49,50,21.3534182000524,21.2761841181178,0.113297176722828,0.0536260064447298,0.138067347324529
"Q7L8L6",NA,4,NA,NA,NA,NA,19.9219729671041,19.7396600187611,-2.54064701723169e-20,0.99999999994343,1
"P35611",8,9,7,9,10,11,20.7208868372119,20.5737041545702,4.33976330002822e-18,0.999999995331873,1
"P49916",6,9,4,7,10,7,19.9477757163093,19.8439070187816,3.51631223391547e-20,0.999999999813147,1
"P07259",64,53,62,49,45,43,22.0727082404467,21.0520230375411,-0.826018741842147,2.81598368270659e-52,2.12325169676077e-49
"P02545",38,38,37,39,38,38,23.2778502912682,23.2009853377801,2.44121445943156e-12,0.999996968719379,1
"P04083",22,25,23,24,21,27,24.4928467525827,24.4046551580031,4.13519604104463e-08,0.999097036815292,1
"Q8N163",16,22,23,20,19,22,21.6939625226341,21.6889395655577,0.192862464044022,3.38030720009839e-05,0.000223574704287209
"P54136",18,23,26,23,21,25,22.3888847938044,22.4317952084706,0.227006696000273,0.0232836572027112,0.0692734739097575
"O95155",5,7,4,9,2,6,19.9982547643829,20.0081675175208,7.76781883893658e-20,0.999999999629255,1
"P62873",2,2,2,2,3,3,20.9282374996991,20.8332284772021,1.64125076644906e-20,0.999999999822847,1
"Q96QK1",17,16,14,17,15,16,22.0299642670963,22.0598740994625,0.169876693383509,0.0135670109949127,0.0436462806780702
"P00558",27,28,30,28,27,35,23.5081567647523,23.5413516006612,0.162766709472019,0.000687620419886237,0.00321173502315005
"P40926",27,29,33,32,32,29,22.544907250054,22.600338151079,0.247412180135031,0.000845486047872401,0.0038536056655186
"Q6Y7W6",NA,6,11,5,9,10,20.3641663029264,20.2415599465838,1.14579199097482e-20,0.99999999985878,1
"Q9UJV9",NA,6,8,5,9,8,20.6768876588059,20.5887676825616,5.6844997250861e-21,0.99999999994276,1
"Q9Y5A7",6,3,3,6,5,5,19.2752414099601,19.3106337720896,0.136042561984372,0.224946781328903,0.450576513037552
"Q96T76",10,9,12,10,11,10,20.263682121017,20.2506243729169,0.136401913781829,0.140310055934848,0.308179973043749
"P53738",2,2,3,NA,NA,NA,20.729998329227,19.7666796003473,-0.597536504129586,0.035158423105723,0.0975124315039443
"Q9H939",NA,NA,NA,3,NA,NA,20.1361720445023,20.2639911384054,1.6813461990013e-19,0.999999999338884,1
"P33734",15,10,12,6,NA,5,20.3758132217767,19.3867030690487,-0.804853492187186,3.35976782338684e-12,7.51392142874396e-11
"P62879",3,4,4,4,2,4,20.6608370279576,20.6567424115247,0.0450176437493656,0.424191555839336,0.754849302670269
"Q99536",10,9,10,9,7,12,22.1862576354748,22.1008531570213,0.0898921760826699,0.153763030835539,0.331655609624018
"P55769",6,5,5,8,5,6,23.708284014227,23.6550793407903,5.43114826692628e-20,0.999999999751851,1
"P52910",13,16,15,8,10,10,21.4648785804147,20.4204587463851,-0.783179604850878,2.29775198426962e-13,5.83054566008417e-12
"O43707",37,32,36,31,37,34,23.149981322417,23.1150408793288,0.172966169733921,4.25178309374915e-06,3.42609330821497e-05
"Q8NHP8",NA,NA,3,NA,NA,NA,19.6452629157036,19.6076954368279,0.0980399551775815,0.368702453642818,0.673593475364068
"Q9Y3S2",NA,NA,NA,3,3,4,20.5079591252852,20.4772260630511,3.74804900749573e-20,0.999999999834648,1
"P15927",6,8,8,6,8,6,21.9253639667084,21.9407866474645,5.1908276732406e-11,0.999989716803037,1
"P40010",9,9,7,3,NA,NA,21.1342904398263,19.9461706405882,-1.01801052692184,0.00017471150322895,0.000994743596593739
"P61247",16,13,14,16,19,15,22.6982155405131,22.7110731400859,0.00320809771803501,0.836064373128195,1
"P06634",11,12,12,11,11,10,21.6209136677388,20.7638899875339,-0.658082523590575,6.68812402494732e-06,5.16080681340233e-05
"Q9H8Y8",5,7,6,7,8,8,21.6523117415501,21.4707254886375,9.35816782040466e-20,0.999999999364336,1
"P39935",11,14,11,9,7,9,21.1895072935152,20.1175463737969,-0.886213503970783,8.68314788007695e-08,9.48854130663481e-07
"Q6NYC1",3,4,4,5,3,4,20.6266602538359,20.8318981598154,0.33007908388502,0.0478521479138627,0.125528646465888
"Q9BQ52",16,10,14,12,10,9,20.72610912332,20.8075367099875,0.148223866027705,0.0225952560391535,0.0673772663133629
"O95433",9,6,9,12,10,11,21.7777324077736,21.8529627695104,0.208724044073755,0.00555876278424339,0.0202338965346459
"Q99504",2,NA,4,NA,NA,4,19.2549165242861,19.1004329603483,6.00408764807073e-20,0.999999999640837,1
"P0AEQ3",NA,NA,3,9,8,8,20.1509578752007,21.7021047899624,1.68542310712713,1.03154578267955e-10,1.83935764898064e-09
"P00331",NA,1,NA,NA,NA,NA,21.308004435716,18.7940129953738,-2.19919383506482,8.86247089410949e-06,6.64669634001014e-05
"Cont_P00330,P00330",14,20,21,18,16,14,22.8548829564093,21.930244694054,-0.613678795487057,1.20241540202784e-09,1.78770380053603e-08
"P38011",24,23,26,20,17,19,22.3080129418861,21.3216345994551,-0.790136168329183,1.21139710833855e-32,2.28348354921816e-30
"O43290",13,17,14,17,13,16,21.2793228207493,21.2367502441603,0.119606200086398,0.0172571313240263,0.053927258216821
"Q00610",50,45,48,47,51,50,22.6556073969459,22.7236674362238,0.23355556474317,5.70623873116996e-05,0.000359827097050359
