"","protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","abundance_Cu.complex_1","abundance_DMSO_1","abundance_Mn.complex_1","abundance_Cu.complex_2","abundance_DMSO_2","abundance_Mn.complex_2","abundance_Cu.complex_3","abundance_DMSO_3","abundance_Mn.complex_3","abundance_Cu.complex_4","abundance_DMSO_4","abundance_Mn.complex_4","abundance_Cu.complex_5","abundance_DMSO_5","abundance_Mn.complex_5","abundance_Cu.complex_6","abundance_DMSO_6","abundance_Mn.complex_6","log_ratios_DMSO..vs.Cu.complex.","log_ratios_Mn.complex..vs.Cu.complex.","log_ratios_Mn.complex..vs.DMSO.","differential_abundance_qvalue_DMSO..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.DMSO."
"1769","sp|Q9UHJ6|SHPK_HUMAN",NA,NA,NA,NA,NA,NA,1,2,1,1,NA,1,1,NA,NA,1,NA,1,NA,18.4976896212932,16.9280377284122,NA,18.1963061769501,NA,NA,18.2802225157865,NA,NA,18.8048892227124,17.9159869515614,NA,17.517147565402,NA,NA,18.9524212490818,16.5714021762846,NA,NA,-1.23630377311827,0.000669572674599349,0.657839635199428,0.0166940269643381
"1770","sp|P23193|TCEA1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8895146580998,NA,NA,NA,NA,NA,16.4944770210888,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1771","sp|Q9H0W9|CK054_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,20.7167663028942,21.5010872462427,20.829653644032,18.1664593465817,21.0651108884759,20.5973215143413,20.9126791432189,21.3330772590079,21.0977357502731,18.3710355842043,18.421334838245,21.3588999871215,18.3909551961593,21.2593022024598,20.8924647146018,18.5531863327011,21.7076060023391,20.8739899885072,1.69607275516848,1.75649728218623,0.0604245270177497,0.00419479590752678,0.0137331818213768,0.632326762962634
"1772","sp|Q96DB5|RMD1_HUMAN",NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5020203084907,NA,16.7095531614976,17.2511890004944,17.9010233681158,NA,17.9779391519434,16.6531757860397,17.5280116711898,18.5977511315776,NA,17.6641687105094,17.5261907995371,17.4375288280289,17.3746854700117,17.5570837115501,18.5258248432048,17.2858055000852,-0.105974144251583,-0.422917447940143,-0.31694330368856,0.160476824019467,0.220887661962318,0.420376189519875
"1773","sp|Q9NRX2|RM17_HUMAN",NA,NA,NA,NA,NA,NA,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,19.2229752756314,NA,NA,18.540212739323,NA,NA,18.5174293392847,NA,NA,18.6612707763205,NA,NA,19.1335942634323,NA,NA,18.8603031124113,NA,NA,NA,NA,0.000669572674599349,1,0.000431500181452517
"1774","sp|P57088|TMM33_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18.1648114926354,18.0969124616574,18.9001231216625,17.9336298614268,17.3348311426784,18.6832174851678,18.3248815203198,18.2706235643104,18.4424897483432,17.6958652577823,17.7332211924843,19.4761440853277,17.3557647106588,17.7297108826257,18.5649077046649,NA,NA,18.8900842733384,-0.0619307198133804,0.931170501186129,0.993101220999509,0.0150200676516466,0.00728460469161703,0.00318449999751835
"1775","sp|O15269|SPTC1_HUMAN",1,NA,1,1,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,NA,17.7776927327867,17.7491296156656,17.2892410065049,16.6533426337482,16.1643966935872,16.9231721663317,17.9043436732913,NA,16.4931066130114,17.1283696718045,17.7070816433007,18.0830823965516,NA,17.457859058098,NA,17.1696061088375,17.7039859416931,17.1330363228243,0.02981962637528,-0.142343263048861,-0.172162889424141,0.180404518279178,0.527386046789032,0.6117231334499
"1776","sp|Q9NYL9|TMOD3_HUMAN",NA,NA,NA,NA,NA,NA,1,1,1,1,NA,2,1,2,1,2,2,2,17.234700974438,17.9638703740261,17.6398280729531,NA,17.5708213330926,17.8967310343141,NA,17.5401414366175,17.1276307609846,NA,17.1187288126026,19.2774400871448,NA,NA,18.335068762284,NA,18.816218844445,18.574722418104,0.567255185718761,0.907202548192768,0.339947362474007,0.130050216084114,0.0880993897607139,0.268601384746289
"1777","sp|Q13895|BYST_HUMAN",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,17.3039974143724,18.1905300335366,17.6770795679783,NA,16.5159058436792,NA,17.1588392326475,17.6641424546849,NA,NA,17.9045818813388,17.2301091186334,NA,17.9278133717385,NA,NA,17.8652301534129,16.1912819187879,0.446615632888532,-0.19859478837675,-0.645210421265283,0.100284314296036,0.801543561896094,0.13410136749813
"1778","sp|Q9Y289|SC5A6_HUMAN",2,2,2,2,2,2,NA,NA,1,NA,NA,NA,2,2,1,1,1,1,18.7242346809807,17.3787965042303,18.0240021652993,18.8437612362931,16.47563179793,18.4859958497554,18.596172245129,18.0151955495889,17.2920637416769,18.8669453362048,NA,18.8172411351319,18.8262256186069,18.5129656348921,17.8745866867196,18.4098774984547,18.6219237628596,18.3775672194196,-0.910300119378021,-0.565959969611084,0.344340149766937,0.0107860643293714,0.132349470831624,0.27618535310843
"1779","sp|Q9UK23|NAGPA_HUMAN",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9810860357371,NA,16.3267575744526,NA,NA,NA,16.9481755652866,NA,17.474719312876,NA,NA,16.4668829390929,16.6845249623468,NA,15.8263866119572,NA,-0.347575578195491,NA,0.383103629136256,0.53890185179579,0.0496153425364032
"1780","sp|Q9H307|PININ_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,NA,1,NA,1,1,NA,NA,18.7192424769872,20.2407105462435,18.5390451871276,21.2175231976223,20.0390067069325,19.1213899661294,18.8580673472858,18.7427840187925,19.369165991429,20.2851992827012,20.1571001748781,21.4481717721336,21.3733804158827,19.9351581275015,18.7031650560205,21.0840169720293,20.3566531866476,18.8686983267295,-0.344336155252134,-0.914632232156484,-0.57029607690435,0.155507425203913,0.166467245947726,0.317781174562009
"1781","sp|Q9NY12|GAR1_HUMAN",NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,20.4704653706684,21.4378102243509,20.9675839804012,18.8710160599797,21.0443585966863,20.4773652376211,20.9692691683035,21.1266315380492,20.6107088002236,19.108029859573,21.4068138004723,21.633452700682,19.5125971373925,21.2321433402029,21.0564048670183,19.8703661344855,21.6472715442647,21.0178985351534,1.51554755227062,1.1602783984495,-0.355269153821117,0.000101460259425045,0.00544363888627267,0.258203068268381
"1782","sp|O14880|MGST3_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7477722862028,NA,NA,NA,NA,NA,18.2457643247534,NA,NA,NA,NA,NA,NA,17.8463436420474,NA,NA,NA,NA,-0.650424663430698,NA,NA,0.154111849723924,1,1
"1783","sp|Q8N6C5|IGSF1_HUMAN",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2352678288621,14.7575290839658,NA,NA,NA,15.2480187171242,15.3734935862486,14.9807420626813,NA,NA,14.3831034944014,15.5356842362012,15.1962374879894,NA,NA,NA,14.9603567682321,NA,-0.497900115379883,0.123518508962667,0.621418624342551,0.0583987697870978,0.721434812214144,0.118209340232246
"1784","sp|Q9C005|DPY30_HUMAN",1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,16.5274563881295,17.8106151870469,16.6930655926475,15.111680165283,17.3030816664145,16.8492592112987,16.0662487848157,17.4189916115784,16.5206487568497,16.1584248823532,17.3073239225943,17.5699624569417,15.8116258085726,17.6606886382232,16.9827870724063,15.7624562687347,17.8459337192525,16.6419642302755,1.65145707453685,0.96996583708845,-0.681491237448399,2.99688626803668e-06,0.00340989807125635,0.0209674298095892
"1785","sp|Q9NP72|RAB18_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1786","sp|P08697|A2AP_HUMAN",1,2,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,2,2,2,NA,17.875404760297,17.9071336659577,18.4185327373383,19.8813266667347,17.467687533535,18.1888062824516,18.0473023416953,18.1142961520603,18.8277268738545,19.0424383976973,17.7227712499209,20.550865126607,19.0830759281847,17.698456980691,18.8852949499863,17.3947171501496,17.6278239674185,NA,-0.797682615862533,0.420200986587773,1.21788360245031,0.0150200676516466,0.459135040433691,0.0200493177427145
"1787","sp|P62857|RS28_HUMAN",1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,20.0181198553656,22.349778760744,19.759714491919,18.8313227089428,22.1527808988528,19.773613511348,19.7483484734958,21.761171977498,19.6701073895586,19.4300225540146,22.1874579469094,20.6395522462522,19.5729033760954,22.0228946928165,19.8168753602102,19.571703803907,22.3846460956618,19.444379112107,2.61438493344355,0.3219702232623,-2.29241471018125,6.37340094703988e-09,0.280702648026335,2.65171901350151e-07
"1788","sp|Q71RC2|LARP4_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8550460800951,18.8134321533034,16.9057071191761,17.1531036926994,18.5960280715185,16.1181890000579,18.2134481025065,18.364334792144,16.3282362886522,16.5620468074654,18.3708144134075,18.9917939366778,16.682835655795,17.6710242747245,16.2620124211314,17.4446516846114,16.8660807833916,15.8671616801068,0.961763744219449,-0.406338596228434,-1.36810234044788,0.034365827929715,0.290759297585236,0.0149789970443748
"1789","sp|Q9Y5U9|IR3IP_HUMAN",1,1,1,1,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,19.4241294974598,NA,17.8373687372144,18.5495729535791,16.9699033794791,18.0308588715206,18.9222301426558,NA,17.7284185943753,18.4081978244128,18.0497716171324,19.5059987854655,16.8853903782138,18.0508898954777,17.8760049219983,18.6546857405754,18.2424904441139,18.8272862858248,-0.645770588765341,-0.173045056749632,0.472725532015709,0.0540301694109133,0.527586206896552,0.240590950256939
"1790","sp|Q9UBQ0|VPS29_HUMAN",1,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,17.1396105042408,19.2285107699852,16.7429738344786,NA,19.1020426393578,17.2568718049782,17.2087289423414,19.0792181393601,17.8813262783409,NA,19.2742877135048,17.6907133559166,NA,19.1969397384348,NA,NA,19.419085542174,16.7472784248708,2.04251103384502,0.0896630164259211,-1.9528480174191,3.21037473000571e-05,0.654810276442232,1.66418446468072e-05
"1791","sp|P49790|NU153_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1792","sp|Q9HB07|MYG1_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,18.5243761212623,17.3648654636431,NA,17.989773607655,17.2746071963917,NA,18.1836284036751,17.1320132601774,NA,18.0015360189879,18.146367005717,NA,17.6069914920626,17.0917122289388,NA,18.1538601468749,NA,NA,NA,-0.674781267446035,0.000669572674599349,0.0293664632535713,0.0353168834700138
"1793","sp|Q14050|CO9A3_HUMAN",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,17.0296359942999,NA,17.045514172488,NA,15.5979524388098,NA,NA,NA,NA,17.0461284560509,NA,17.5192755800698,16.8013825033864,NA,16.5073426434452,16.848419631479,NA,NA,-1.33343920749425,0.0926524856969498,1.4260916931912,0.012289048544288,0.864635492022211,0.0240664184790221
"1794","sp|Q9NQH7|XPP3_HUMAN",1,1,NA,1,1,1,1,1,1,NA,NA,1,1,NA,1,1,2,2,21.1419066205818,23.1074640558391,21.8576798873205,20.2198890332338,22.7832091859478,21.7807821364684,21.0666101986675,22.8135636786813,21.7172806436486,20.6351077532212,23.0616945333815,22.6340491445667,20.3695313200692,22.5241676863696,22.0710277500061,20.8801015786553,22.7797631315967,22.0642296352895,2.12611929456453,1.30198378214517,-0.824135512419367,3.82210582348939e-08,9.06872836922882e-05,0.00362874393883069
"1795","sp|Q9UKF6|CPSF3_HUMAN",NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,16.5300304338833,17.6941161888929,15.1200324925565,NA,17.4048004651141,16.2966938148702,NA,18.2082785653508,NA,NA,16.6185674623965,NA,NA,16.3484504999942,15.5853184929868,NA,16.497763442982,NA,0.598632336905115,-0.862682167078801,-1.46131450398392,0.0194662454585542,0.283157305834507,0.0139472252134131
"1796","sp|Q15388|TOM20_HUMAN",2,1,2,1,1,1,NA,NA,2,NA,2,2,2,2,NA,1,1,NA,19.7372952128538,17.6693251667311,18.3520571803838,18.8625202536875,NA,18.6069306416936,19.7336747131145,19.0426498141272,17.784488966195,18.8753939004994,17.678948131351,19.6318422570057,19.0271004418783,19.4176942953669,18.973390728517,18.9081071803387,19.2800449001358,18.2919803149512,-0.572949488852968,-0.58390026893765,-0.0109507800846824,0.0482084222481078,0.122520336806051,0.626657129613889
"1797","sp|P82664|RT10_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17.6162994950089,18.1231105521966,NA,16.5591810848445,17.9318450209131,15.7176801711558,NA,17.2092383047248,15.6529104976474,16.8370399939934,17.5625366939772,16.3978763114143,NA,17.8171477439725,NA,16.2398614033557,18.3128325359261,15.8320224258913,1.01302298098443,-0.912973142773425,-1.92599612375785,0.00362070791440285,0.0401284974166284,8.54810397395241e-05
"1798","sp|O43615|TIM44_HUMAN",NA,NA,NA,NA,1,NA,2,1,1,2,2,1,1,2,1,1,1,1,18.7098498927319,19.0920368831788,18.4728701655734,18.399521518971,18.7330938593322,18.6818562654996,18.2523239807042,18.7036818517826,18.3055849055658,18.8400078878644,18.8711020867985,19.1653986751765,18.6772396130189,18.6380381196027,18.3958363806092,18.3923905486038,18.8498513534838,18.361797653723,0.269411785380734,0.0186684340422172,-0.250743351338517,0.0215721286587428,0.641858638501366,0.248253532086762
"1799","sp|Q9UKX7|NUP50_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,18.4041589010612,NA,NA,17.6240398332181,17.1906706048694,18.0368792227015,17.9326745192859,NA,NA,18.0389832714439,NA,NA,18.3579577313143,NA,NA,18.4872517155118,16.9496779798696,0.103965105937699,-0.966704930332002,-1.0706700362697,0.0194662454585542,0.1201082521101,0.00794320836543523
"1800","sp|O43292|GPAA1_HUMAN",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18.2956708361437,16.4917981488901,16.8010282730415,18.786072051545,16.2975889087099,15.974665309779,15.4916683644349,NA,18.0379752119311,16.4825448626918,16.4840232379127,16.865223990224,16.5276113972046,16.1016267285795,18.3236226885979,16.0916651281248,16.6276458782197,18.5171154932157,-0.545335526228419,0.474066387774068,1.01940191400249,0.153443344136291,0.492936791453667,0.0335632871412061
"1801","sp|P61803|DAD1_HUMAN",2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,21.1157034759277,19.5609893170846,20.6899354999716,21.5646502819675,19.3660086399126,20.4954163920667,20.8332813815202,19.6459384051233,20.5521719823647,21.2533774926793,19.5670667765009,21.2190132337021,21.2577030513308,20.2169503683583,20.8364165947337,21.2241710010248,20.364860559619,20.7613208261512,-1.42117876964193,-0.44910202591005,0.972076743731883,4.41326978535545e-06,0.102843890289259,0.00095418128761213
"1802","sp|Q9UHQ9|NB5R1_HUMAN",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9811837251919,15.1933936823892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2122099571973,NA,1,0.191982336678026,1
"1803","sp|Q96HR9|REEP6_HUMAN",1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,18.516951313988,18.590581896797,19.0354956871914,19.1428120989512,18.383313802188,18.6252176482009,17.78857586054,18.1059883856154,18.3881185951145,18.8147232689949,18.6174103914456,19.1175503734382,18.6892106931476,18.5318617711953,18.4512858208911,18.2113925585627,18.6222176574915,18.6392729040666,-0.0520486482419334,0.182212539119716,0.23426118736165,0.0215721286587428,0.556920172707208,0.0790839116830306
"1804","sp|O95182|NDUA7_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1805","sp|P82673|RT35_HUMAN",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9070878842843,NA,NA,16.8850423609575,NA,NA,16.610521259378,NA,NA,17.2870632010824,NA,NA,NA,NA,NA,16.8929752141019,NA,NA,NA,NA,0.00648874848618473,1,0.00542231285950918
"1806","sp|Q9Y294|ASF1A_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1432865447622,NA,NA,NA,NA,NA,17.8598131388149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1807","sp|O00217|NDUS8_HUMAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,17.1983904597365,15.8207994850527,16.7919108331792,17.5358284181371,16.0446961434778,16.5458883030698,16.5415457234567,17.0071674636815,16.1933561403749,17.0073929547775,15.8940328381332,16.9561174727062,16.5022823617489,16.6987586474679,16.1183516545494,16.610563503925,17.1850549520629,16.4943331003151,-0.457582315317617,-0.382674319597851,0.0749079957197664,0.0215721286587428,0.19928006588936,0.347788963173579
"1808","sp|Q8N543|OGFD1_HUMAN",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7841611790349,NA,NA,17.4573085693542,NA,NA,NA,NA,NA,NA,NA,NA,17.3621792818771,NA,NA,NA,NA,0.383103629136256,1,0.303345326308125
"1809","sp|Q8N335|GPD1L_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1810","CON__|GSTA1_HUMAN|; sp|P08263|GSTA1_HUMAN; sp|P09210|GSTA2_HUMAN; sp|Q16772|GSTA3_HUMAN",1,NA,1,NA,NA,NA,2,2,2,2,2,2,NA,1,1,1,1,NA,18.0759569672638,20.7898559802354,NA,16.6808102952846,20.427862172776,17.092032804153,18.0942958202951,20.7944607816936,17.3412633233754,17.0014585558864,20.3315819183233,17.8336643206125,15.8927538740966,20.2251288693362,17.7248498140079,17.2559273916053,20.5568432675275,16.9974111696377,3.3540883475767,0.230977135618667,-3.12311121195803,2.129054971742e-08,0.547633064899082,6.76197561322652e-07
"1811","sp|Q9H553|ALG2_HUMAN",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7478474683676,17.3638398500289,17.6508855597212,NA,17.0778057533286,NA,NA,NA,16.7374546574386,NA,NA,18.0355280660689,NA,16.6228681678009,17.359241072374,16.487284537023,17.0882941527842,17.503346328015,-0.0793640217096501,0.33972513402824,0.41908915573789,0.370464024683179,0.52448619607914,0.148801195182114
"1812","sp|P48723|HSP13_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1813","sp|Q14669|TRIPC_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"1814","sp|Q9BWJ5|SF3B5_HUMAN",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,NA,NA,1,16.7510792820328,18.0579160693698,17.3968876168019,NA,17.7160162001968,17.5001425779943,NA,17.5638435608206,17.3143030116401,NA,18.2191095636971,18.1982153814232,NA,18.4922282797471,17.4303042234908,16.558408156601,18.4394139407642,17.086522727924,1.42667754978237,0.832985537228816,-0.59369201255355,0.00071574063831502,0.0316787680409758,0.0421104654562718
"1815","sp|Q13442|HAP28_HUMAN",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,17.0467868063993,19.2835412724974,16.6995561870909,16.4796037680865,18.1600606859581,NA,16.9259937413072,18.0479744236067,NA,NA,17.9663619232864,17.845019039984,16.4379756883263,17.7359305973852,16.5526808037556,16.8043105400175,19.2034770550894,16.6880527447514,1.66062355080984,0.207393085068114,-1.45323046574173,0.000117538348220857,0.686083777138219,0.00231657648368084
"1816","sp|O75891|AL1L1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17.1421923357735,NA,NA,NA,NA,NA,16.6892696720092,NA,NA,NA,NA,NA,NA,NA,NA,17.6616588422982,NA,NA,NA,NA,0.383103629136256,1,0.303345326308125
"1817","sp|Q7L2E3|DHX30_HUMAN",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9028660343823,NA,16.8940419593601,16.2797663544003,NA,NA,NA,NA,NA,18.2526297711305,NA,NA,16.7998628935069,NA,NA,NA,NA,0.164739303994902,NA,NA,0.358848478148839,1,0.0496153425364032
"1818","sp|Q01780|EXOSX_HUMAN",2,NA,1,NA,NA,NA,1,1,1,2,1,NA,NA,1,NA,1,NA,NA,18.3452494274469,18.5241185484415,17.3310503219342,NA,18.7417341225391,18.0214398743285,18.5184712860836,18.8533697172131,17.6597478103667,NA,19.2790893706374,18.8180824449468,NA,18.8147752687942,17.8660444899417,17.5070245814097,19.2728057421114,17.7962920761198,0.790733696642718,-0.208138928707115,-0.998872625349833,0.0204474244058218,0.515624981079526,0.0047395303624892
"1819","sp|Q8NEW0|ZNT7_HUMAN",1,2,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,18.9071404156969,18.5598874841657,17.6634636660848,19.1921028317018,17.0116324977777,19.0679325698504,18.7798781221051,16.9717516717674,18.6161965982593,18.8476568758954,16.9323077322918,18.886374324061,18.3166661549487,17.3559552189227,18.0942140043432,18.7265119153938,17.4690923877999,18.8130155895498,-1.41155488716942,-0.271459927265533,1.14009495990388,0.000123014249561093,0.449370799269861,0.00288479425021085
"1820","sp|O75380|NDUS6_HUMAN",1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,17.4995453202552,NA,17.5036122552506,18.2049137722878,NA,NA,17.1532070308663,NA,16.8864652451661,17.546283840318,NA,17.4508368642688,17.2897917875263,17.6370344124478,NA,NA,17.642715742363,NA,0.101126727154679,-0.25844356202222,-0.359570289176898,0.118564031616533,0.501619817604948,0.411590416917225
"1821","CON__|B2MG_HUMAN|; sp|P61769|B2MG_HUMAN",2,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,19.6187682514992,NA,15.0938359513043,20.2274705239653,NA,15.1161489892741,19.751842818983,14.9547979138396,18.4716971610329,20.0927218152257,18.5138288931231,19.5373142695842,20.2388429073528,19.5642085799243,18.6229447169838,19.8146923717162,19.7763682738324,NA,-1.75508886627718,-2.58900156382117,-0.833912697543991,0.0511122357508401,0.0127549504527142,0.421802833914922
"1822","sp|P14854|CX6B1_HUMAN",1,2,NA,1,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,17.8187201570542,17.2828009396314,17.0571981956953,18.5671861267334,17.3089098476909,17.5258518679068,NA,18.4474311256026,17.2389189362171,17.9163624015207,17.505312176819,17.9215844687291,NA,18.8756101510745,17.6072313273708,17.6339463224188,18.6515124831721,17.0250944557198,0.0278757020666408,-0.588073876658626,-0.615949578725267,0.261196430687956,0.11733217922143,0.0851088066096486
"1823","sp|P03915|NU5M_HUMAN",2,1,2,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,18.562081698373,NA,17.3546943865176,17.7030047174154,NA,17.0252174407869,18.5613810719551,NA,16.9232502922976,18.2174492278553,NA,17.7182706413439,18.1965358049009,16.8647165848782,18.0309833053372,17.3560701137771,16.8603177241674,17.2974852918614,-1.23690328452334,-0.7077702126887,0.529133071834635,0.0034629053854184,0.0459200899085914,0.0559458215512806
"1824","sp|P14406|CX7A2_HUMAN",1,1,1,1,1,1,NA,NA,2,NA,2,2,1,1,1,1,1,1,21.0952212238041,19.1466183928153,20.0882130570455,20.9218581848809,18.3594651397243,20.6125989132369,21.0093140309158,20.2790148285975,19.8936781464903,20.9957618934344,18.9392827447784,20.9503495120595,21.1127204285476,20.433008733605,20.514583444973,20.7275455485752,20.2975625462267,20.1613038301539,-1.40124482073513,-0.606949067699816,0.794295753035317,0.000289561811185526,0.0804533527337672,0.0219867146820133
"1825","sp|O95832|CLD1_HUMAN",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,18.6512022794742,NA,18.1346176346969,19.4123432088559,NA,17.8093056587772,18.0174258876203,17.7718632100215,18.0094896806562,18.9060229037694,NA,18.4858959981659,18.5337761323886,NA,17.8778795010612,18.1445252143536,NA,17.9397284160851,-0.839019394388833,-0.568063122836583,0.27095627155225,0.0109649562072799,0.0904355303976175,0.0108316146514756
"1826","sp|P35244|RFA3_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,18.3353661025296,17.8816142585609,18.4325016111052,18.8410877521523,NA,17.1863855900669,NA,17.1442588218068,16.7179051725434,NA,NA,17.3434269947624,NA,18.0695469501244,NA,NA,17.7876486195546,NA,-0.867459764829276,-1.16817208522148,-0.300712320392201,0.056554218139584,0.0669205705125925,0.472338134656184
"1827","sp|O75569|PRKRA_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
