"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"P61204,P84077",10,8,10,8,8,12,29.8993702924863,29.3230885797092,27.2154404241123,26.9704125145805,27.3641442755654,27.445859523402,-0.246531458157434,1
"Q32MZ4",7,10,9,11,9,10,24.2971498350056,24.1504038177884,24.699896256452,24.6487366355487,24.6987396340827,24.5944784928237,-0.100722259793166,1
"P14678",9,11,10,12,10,9,26.4549688090215,26.6895283032205,27.053910142525,26.808370736129,27.0852168214028,27.1172691158872,0.0070241274291322,1
"P0A9P0",1,2,3,12,10,13,25.12841777325,25.1408338264503,25.2260125818428,25.6724788646774,26.089227072957,26.0605851164977,0.143413459858534,1
"Cont_P15497",10,9,12,10,13,11,26.5009953753428,26.4985647488993,27.0690783228802,27.6093789622604,27.2448932301671,27.2101784481724,0.167718410314001,1
"P21954",10,12,10,8,11,9,25.8073272080157,25.4094322437557,25.9179092340591,25.3682200208165,26.375334863146,25.571489379811,-0.583809886945867,0.537416818769689
"Q14687",3,9,9,5,7,10,24.1890461769156,24.1292726389831,24.4881777433092,24.416952114994,24.778356712542,24.8247416445455,-0.0282047447480664,1
"P16659",2,1,1,8,9,15,24.2387357827506,24.5298356223069,24.4901834861226,25.0705602521415,25.010780255267,25.4300150172937,0.430237122533968,0.719030710106134
"P39015",7,9,9,6,7,9,27.1084103953693,26.6241927184459,27.3623346159216,26.3464237815858,27.4480868063284,26.7643384045176,-0.727958971023335,0.205796480015821
"Q86YP4",11,10,10,13,10,10,24.494698992881,24.4085256646777,24.8924233050166,24.6955113359691,24.9887671060876,24.9302025020858,-0.113883300417533,1
"Q16698",6,7,7,8,7,7,25.3451186499467,25.7147633774902,25.5578803694228,25.694314629563,25.4286535747242,25.5786296350798,0.2186850160131,0.86202022513248
"Q9UBC2",8,8,4,9,7,7,25.5395382030274,24.9030540004617,25.9396671770811,25.0394077295822,25.9754887073686,25.2746485854408,-0.745861257330799,0.205060085787707
"O00507",6,4,4,5,9,7,24.0828167734964,23.9024472497901,25.6817759733724,24.8744315313999,24.1799827204323,24.1002706089672,-0.3558086923813,1
"Q99543",10,9,8,10,9,8,24.6935557622123,24.2160941031307,24.9223998426262,24.6197432197969,24.9107303712386,24.8311656333981,-0.286561006583799,1
"P20290",7,7,7,8,8,8,24.9539671003323,25.2393070220675,25.2748186104333,24.4820399314006,25.6129554252029,24.8021085718718,-0.439428536876201,1
"P05771",10,9,6,10,9,7,24.4497790024395,24.5357636320061,25.0298424150787,24.5616056312297,24.9876237352724,24.9552005170217,-0.1382251241777,1
"P78417",11,14,12,11,12,11,28.0604452661331,27.9798834104082,28.4610942015542,28.1564073234617,28.4194892310705,28.4513092270551,-0.117809579277601,1
"Q8IYD1",9,9,9,11,9,9,26.1810272602077,26.1945703638702,26.641854189084,26.4384978403351,26.5057425131798,26.5168192196018,-0.0595788462214675,1
"Q15042",6,5,5,8,9,7,24.2354720326704,24.1526899318212,24.666106410562,24.2458591983475,24.6559441353729,24.6372406535781,-0.1739109316195,1
"O14929",10,9,10,10,8,9,25.3005609167885,25.3858054071902,25.3345807292839,25.3331737803337,25.5457404528875,25.4852887184913,0.00779526901843397,1
"Q07666",11,10,10,7,10,11,26.3940371411532,26.425992756499,26.6949295742157,26.5308069649967,26.766902311022,26.8208357196645,-0.0260778617435662,1
"P62979",9,10,9,10,9,10,28.6781566255784,28.4224083455913,29.0758189255147,28.6061306850597,29.0538823089148,28.454367451566,-0.441650459263633,0.0935297163840468
"Q8IWA0",7,8,10,11,9,9,23.8393295207111,24.5397389823929,24.4956423129731,23.9395710543979,24.644714361811,24.6506012693286,0.0500750368747328,1
"P50552",7,9,9,9,9,8,25.015210681978,24.9227126916369,25.2029879702179,25.1713507590253,25.604334686533,25.5576373472909,-0.0569441802586006,1
"Q13069",5,5,7,5,8,9,23.8208199469713,23.8424182536052,23.6592488087761,23.5239075549226,23.6591856449436,23.8428477019416,0.0233063699261334,1
"Q13148",10,11,13,11,11,12,25.626877050856,25.7309893564392,26.0059262006547,25.9136952173419,26.1199335685378,26.1633999985784,0.0184492507703335,1
"O94826",6,5,6,7,4,9,24.6189109365327,24.4838449237056,24.901032040025,24.2921691082209,24.8546907406187,25.0902133967694,-0.169468762826834,1
"P32263",10,10,7,5,6,9,25.875603225949,24.7705516901044,26.1966459470664,24.9811529017328,25.9458807415018,25.2360257280965,-1.0101331981945,0.0641347676904687
"Q9H8H0",8,6,9,12,8,9,24.8476342259975,24.981835341717,24.8928862879893,24.8415178961089,25.021665741342,24.9627845645472,0.00798384901476723,0.991194236227349
"Q9UN86",9,8,8,7,9,9,25.8951667042543,25.7917634465284,26.2120854770158,26.0806806006883,26.2374229698365,26.453123156134,-0.00636931591863406,1
"O75152",10,7,6,9,8,8,23.8572744834831,23.8693712174572,25.3261952030843,24.4466091897786,24.6895252106871,24.464264420146,-0.3642500232909,1
"P47176",10,9,7,7,4,6,25.3830544100844,24.8586202968165,25.8185267884812,24.7826595417756,25.9483153601277,25.1768755924552,-0.777247042548667,0.208773159636054
"O75521",7,3,5,7,6,7,24.4788026937588,24.915438944873,24.7664065765562,24.6280941668901,24.6627292142911,24.7709624530432,0.135519026733399,0.975295381310419
"Q16822",7,3,4,5,5,5,24.1827339545979,23.5308927908573,24.4973237749915,24.1260075822226,25.4650009726941,24.833521999463,-0.551545443246867,1
"Q9Y5K5",7,7,8,11,8,10,26.154935356628,26.0254381751195,26.3061146884543,25.9519383983347,26.3852616844134,26.2632485656655,-0.201895530125333,1
"Q9NR50",7,9,7,11,10,9,24.8804327033244,25.072840143482,25.3237117589812,25.1154752065445,24.9510723886718,25.4548793491284,0.162659282725834,1
"P46680",9,10,9,3,5,5,24.5449802283998,23.1314481762737,25.1418988269898,24.0292774523958,24.8091560771547,24.3287992672985,-1.00217007885877,0.245552906424601
"P32614",10,9,8,8,5,9,25.1027637052276,24.3963002142013,25.3581089531009,24.2117216781097,25.3991518185928,24.4394702503531,-0.937510778085732,0.066267181458189
"P77674",3,3,4,9,8,10,23.9127018872266,25.5455958867045,24.3039164469915,25.5738529814288,24.3361171034116,25.8135621130201,1.46009184784123,0.0283000683195093
"Cont_Q28107",5,6,9,10,4,7,23.8968117765187,24.337966595915,24.3767019721173,24.1577395059899,24.3977229351691,24.5107618744997,0.111743764199833,1
"P40212,Q12690",11,10,11,7,10,9,28.4483989113328,27.5331823720874,28.8708973735159,27.7673595821646,28.9594897776788,28.0928310021128,-0.961804368720899,0.0736145550945425
"P16152",5,8,9,9,9,5,24.5661725243603,25.0266499054003,24.3553244779911,24.568664402952,24.8131498936023,25.0738668157359,0.311511409378166,0.930786280180294
"Q9Y277",10,9,7,10,10,8,26.036428698255,26.0588090986267,26.1536370692624,25.9826803011364,26.2319362864514,26.301075674005,-0.0264789934002335,1
"O00303",10,10,9,10,10,11,25.5734605494183,26.0398685336521,26.1986861799092,25.8600851917324,26.1657126974096,26.2106719382504,0.0575887456326001,1
"P46672",13,12,11,10,7,7,26.3257803117817,25.2246195474324,26.6649085913898,25.6954054530369,26.766709253617,25.8338389014512,-1.001178084956,0.0863708714143283
"Q03104",10,7,7,4,7,5,25.5925097325028,25.2263863199347,26.0955225803844,25.1385486745212,25.8073684840543,25.7445312574198,-0.4619781816886,1
"Q13573",10,9,6,8,8,7,24.4560069159157,24.4235934964299,24.9402123190034,24.8215158260283,25.1629707164962,24.9252982650211,-0.129594121312001,1
"Q9Y613",5,7,9,6,5,7,23.4958984439925,23.7180637299265,23.8687844127494,23.6016634637002,24.2359652715611,24.1383255542024,-0.0475317934912998,1
"Q96HS1",7,9,9,8,10,11,25.5845808780774,26.5237826751658,26.1256729614209,26.3593810756468,26.8711872735696,26.8889101538484,0.396877597197701,1
"O95433",6,5,8,9,9,9,25.5339535885221,25.9029293779932,25.8238276579007,25.6771289386042,25.7520723951906,26.0373540743901,0.169186249791367,0.926922112523296
"P04908,Q7L7L0,Q93077",10,9,8,11,12,7,31.3317497429878,31.1731151513503,31.7063774470525,31.5559290788965,31.7747827372545,31.8673765020895,-0.0721630649861673,1
"Cont_Q3SX14",10,8,7,6,5,7,24.8721478622006,24.4188427950081,25.0207168513142,24.942135926052,25.1216726282329,25.1586845677882,-0.164958017633134,1
"P30050",9,7,8,8,8,7,28.1012415580229,27.7131910917157,28.5306627993905,28.0653717571734,28.5037402273932,28.2077226100425,-0.383119708625002,0.835047681529558
"Q99729",8,8,9,8,8,10,26.9625966927698,26.9400023010474,27.6472339892231,27.2337972387765,27.8737735775171,27.689042054228,-0.206920888486033,1
"O43491",9,7,8,7,9,11,24.0499070301545,23.7990199031148,24.2802730737838,23.9490024610792,24.460086630012,24.5059996428921,-0.178748242288067,1
"Q9P2I0",5,6,8,6,7,7,23.5830409780285,24.0700409964064,24.4798943365268,23.7850996058656,24.5877728246249,24.6294929211834,-0.0553582052415997,1
"Q9Y2L1",6,4,3,7,6,10,24.0936022869585,24.2504844928287,24.3304565662957,24.2376696417384,24.3169721329247,24.558649708469,0.101924285619067,1
"Q15019",8,8,9,8,6,11,25.0224302969412,25.1340572876156,25.2821174413366,25.0441422730841,25.6133948201795,25.6445171121546,-0.0317419618676666,1
"Q9UKX7",9,9,9,8,9,8,24.0401887007923,24.34990520855,24.8742186581676,24.4858758531246,25.0663791189389,25.1216979196815,-0.00776916551423431,1
"P50995",12,10,8,10,9,11,25.426302126448,25.7133450828099,25.712760710646,25.6120032059735,25.9646547999278,26.019460760616,0.0803638041258677,1
"P61158",6,9,10,10,7,11,25.2400829331449,25.4064913994573,25.6334092407559,25.6073041227591,25.7893413038538,25.9135175512503,0.0881598652373666,1
"O95239",5,5,5,8,6,8,23.9380072648434,24.0302938218043,24.1256753259475,23.9456127922873,24.2966999026582,24.1711421250554,-0.071111251434034,1
"P61160",8,8,9,11,7,9,25.2470539392179,25.3498077758948,25.6838146985748,25.4013734242737,25.516718247584,25.7202982282272,0.00796418100633408,1
"Q06323",8,6,10,6,10,12,25.1266526469864,25.0725923970021,25.5381327936023,25.2229188378854,25.7166606080595,25.7347556107219,-0.117059734346267,1
"Q9UNN5",7,5,7,6,5,6,24.6478812925454,25.1042301706266,24.6813990685638,25.4422221745086,26.0173691475465,26.2971844070748,0.498995747851434,1
"Q9GZL7",7,8,10,8,9,10,25.1321027405874,24.7737624016965,25.2277893993642,25.6597850454261,25.2988983945541,25.52993067771,0.101562530108967,1
"Q5JTH9",8,8,11,7,7,10,24.1798122261343,23.988427692011,24.5894930843494,24.4675577905848,24.4523651784984,24.5172557220554,-0.0828097614436333,1
"P46087",11,5,9,8,7,9,24.7165581499326,24.9856660765689,25.4335252084102,25.2476718702657,25.2836868058036,25.0284952719538,-0.0573123151193317,1
"Q14160",11,7,8,10,6,11,24.1741062935143,24.2972850392735,24.3331078407209,24.0775563743408,24.4115678800644,24.7736977202603,0.0765857065250017,1
"Q8NFH3",7,7,7,9,11,9,24.4760695348021,25.2673133457381,24.5990086322605,24.9853502555769,24.7711126169231,25.3728036991332,0.593092172154166,0.221233446276073
"O14950,P19105",5,5,6,7,8,11,25.3254270662288,25.4787936847941,25.8199761486534,25.5917728510458,25.9058972488147,25.8598030025485,-0.0403103084361677,1
"O43395",9,4,5,7,7,9,24.4031042378777,24.2155755084863,24.6071968702083,24.5936881428755,24.8188914586481,24.7072253579377,-0.104234519144866,1
"P20073",8,6,7,8,8,9,25.5685499481612,25.5445776221172,26.0025868781727,25.7357526755443,25.909264936482,25.8759084885599,-0.108054325531499,1
"P0CX41,P0CX42",10,9,10,9,7,6,27.0676688817918,26.0495732263333,27.4252059130115,26.2753677850425,27.5390900459973,26.6520304794107,-1.01833111667136,0.0803096108600223
"Q13151",7,8,7,7,7,6,25.8833457334078,26.0966635267289,26.0115064109173,25.7637445511898,26.1182792405805,26.2167443782766,0.0213403570965672,1
"Q99614",5,6,9,7,6,9,24.0964616621469,24.0262882157157,24.6359952653165,24.3704382504981,24.8497812310095,24.9407806393734,-0.081577017628567,1
"Q9Y6E2",7,7,7,7,12,9,26.4146589157958,25.9375925718534,26.4715226601376,26.2463461446161,26.4600618755393,26.4914989979273,-0.223601912358633,0.9934915937796
"Q9H2M9",7,5,10,4,6,8,24.3276661176529,24.1858582901205,24.5289310915198,24.4855820700132,24.8722775208646,24.6963297813759,-0.1203681961759,1
"P39687",9,10,10,10,10,8,27.9702345875655,27.8354787506379,28.0401922132039,27.8943222757018,28.1820096482657,28.2622611939814,-0.0667914095713336,1
"P07170",9,10,10,8,7,9,27.6879476879935,26.5178214643999,28.2614992748228,26.9690818755668,28.1614411578507,27.3980238085376,-1.07532032405423,0.105935798177224
"P62829",4,8,9,7,8,8,27.1553611678692,27.1947305578592,27.5083973531634,27.0662151891998,27.6332727547724,27.5071478707164,-0.176312552676534,1
"P40510",8,6,12,3,7,3,24.7183861274966,24.3221230412486,25.2662455292619,24.5212621965439,25.4166005335073,24.5349536191493,-0.674297777774668,0.393893037010138
"Q9Y4W6",2,4,6,5,8,8,24.3519398040403,24.5538326909997,24.1655678022881,24.6912875196507,23.9866928854621,24.9620305469218,0.5676500885939,0.367855745461523
"O75367",9,8,10,10,9,8,25.3916571203855,25.5270629205469,25.9053018856211,25.5467004430546,25.9064525466281,25.754794552101,-0.124951212310733,1
"Q99700",9,8,4,8,4,6,25.1412767625757,23.5572358037332,24.3654248403538,24.2164119500706,25.1335719953523,24.8607204365473,-0.668635135976899,1
"P13798",7,8,6,7,7,10,24.64963883207,25.3119047411858,24.8920566482607,25.2499137580727,25.0164337498398,25.5499151880413,0.517868152376434,0.314622314622315
"P08708",8,7,7,8,9,8,26.5094791619491,26.2920268216756,26.9200671250698,26.6218484290879,26.8489585040931,26.9197904289109,-0.148279703812533,1
"Q5JRX3",6,6,7,7,7,6,23.7324396926905,23.9473049208119,23.8832660167303,23.7667110731267,24.1812004929709,24.0177809857498,-0.0217030742344342,1
"Cont_P34955",6,11,7,8,9,7,26.5616894113111,26.6754376510935,27.0927792351665,26.9493677539681,27.0118784773811,27.0681757043039,0.00887799516893395,1
"Q9H501",4,7,10,5,7,11,25.4723041132899,23.4492800292172,25.9556655143932,24.9673297044957,24.0335184474385,25.256451593642,-0.596142249255566,1
"O14579",5,7,7,8,5,8,25.9657203552306,25.7486521989088,26.3591964628159,25.5878934308836,26.4255046951775,25.8651825617325,-0.516231107233034,0.568717467692905
"Q9Y5A9",8,7,7,7,8,9,25.1725941475274,25.0586533886409,25.242055860593,25.1948862265326,25.6543150177121,25.6882259736955,-0.042399812321167,1
"P07602",10,8,8,8,9,8,25.9043266485245,25.7916763195207,26.4212689700304,25.8634760491654,26.2655892949612,26.4382638058921,-0.1659229129793,1
"P31323",7,7,8,7,5,8,24.2629233867612,24.6359837555621,24.985700555588,24.4180649129102,25.0346710293563,25.0613675666139,-0.0559595788731002,1
"P62241",10,7,11,10,10,12,27.517116084481,27.6395385568661,27.8827604824982,27.534317963967,28.4140455493716,27.8828441442791,-0.252407150412867,1
"P54105",8,7,9,9,6,8,25.469535749772,25.1281856845534,25.5030631198476,25.4224096288873,25.7875423251629,25.7188004133979,-0.163581822647965,1
"P25491",9,9,9,6,6,6,25.736065672302,24.9179165161369,25.9574798141048,24.9454277613177,26.1974088414809,25.2393093531931,-0.929433565746668,0.0826521060508043
"P32590",7,8,10,5,8,4,26.2170252396486,25.5521651841683,26.5553155916992,25.5481985693084,26.6297445885644,25.8390864085424,-0.820878419297699,0.126642195302663
"O95793",4,5,5,8,6,10,24.9898869700332,25.2551347796921,25.5616884791534,25.6349158264184,25.768123937091,26.0045325266523,0.191627915495066,1
"P0CX47,P0CX48",10,11,9,9,9,8,27.8844067111194,26.9167453588178,28.468391861979,27.1110017501791,28.3308379818539,27.3392928923601,-1.10553218453177,0.0624853425774444
"P61313",11,10,9,11,10,8,27.1991582989097,27.0798734109981,27.583006535244,27.467131367494,27.6674872166537,27.0864360835079,-0.272070396269134,0.931073272454248
"Q9BPX3",6,9,9,8,9,10,24.0949972583507,24.4004588987852,24.4565866613706,24.1103623932449,24.5865533800179,24.6423920811263,0.00502535780573273,1
"Q9NRY5",8,4,6,9,8,10,23.4297055488192,23.7846955444068,23.9899669827278,23.6901014804408,24.0011734761975,24.1548554933719,0.0696021701583334,1
"P52788",9,8,8,8,8,10,25.4303593888959,25.3166324663983,25.8120844479643,25.4176014587174,25.70997387301,25.9662822384596,-0.0839671820983009,1
"P50502",8,9,9,9,9,9,26.4797993795091,26.6390235649604,27.0194259761402,26.6647830810636,26.9754231947505,26.9457040488243,-0.0750459518505006,1
"Q96KB5",5,4,9,6,9,9,24.6372650903977,24.86126584562,24.961385660921,24.9799350311543,25.3995396210542,25.4634099968642,0.102140167088534,1
"P18899",7,6,5,5,1,3,23.7072283074226,22.5061749928788,23.920641436512,22.3817169386606,23.5600422813841,22.5425020939118,-1.25250599995583,0.0380794506506508
"P05319",9,10,9,8,6,6,27.5215540752639,26.5716715286908,28.0033581773739,26.6740684252175,27.9959684303168,26.9008590708995,-1.1247605527156,0.0561284181598124
"P57678",6,6,6,8,6,5,26.4571239557053,25.927789443556,27.0089510448263,26.1269854657438,27.0538813148474,26.522337757814,-0.647614549421732,0.553422723156494
"P0DP23,P0DP24,P0DP25",8,8,8,9,11,11,27.9708322721757,27.9927759565027,28.1121182726799,27.8498797091576,28.1308570865972,28.153587593477,-0.072521457438499,1
"Q10570",5,8,9,7,10,7,23.72061918761,23.745978305216,24.5087207359486,23.9864844052378,24.391817308833,24.5357439388752,-0.117650194354201,1
"P29453",12,11,9,8,8,9,28.5818360251778,27.3352962989486,29.0966320023286,27.7864271808631,29.0728785689928,28.0224501083485,-1.20239100277967,0.0610126124908737
"P53691",6,10,10,5,4,5,24.8235214740434,24.5083940887433,25.6366295985254,24.5878683721587,25.6362132692851,24.3192842955847,-0.893605861789066,0.188144810508319
"P54727",4,9,8,9,9,9,26.3613069063652,26.2622213294238,26.7285742817713,26.4337957903178,26.7158030425364,26.7873262012323,-0.107446969899668,1
"Q9UPN7",5,5,5,7,5,7,23.9115513560598,23.6267171118636,22.9885124663378,23.0643628691331,23.7176314536002,23.334835746221,-0.197259849593368,1
"O75439",5,8,8,6,8,7,25.2052839161034,24.5556389248289,25.6602994275202,25.3987504754276,25.3182960687847,25.3653755780655,-0.288038144695433,1
"P40222",6,8,6,7,7,7,24.8408265115329,24.2745484944703,25.1478810980929,24.6620444127424,24.8815028261454,25.2080787834302,-0.2418462483761,1
"P23180",8,9,10,5,5,6,25.5242335788906,24.5999780877381,26.0344552632511,24.8459215521948,25.3116042050194,25.0254319229657,-0.799653828087499,0.232812342948999
"P39940",9,7,9,4,5,4,24.1011912143244,23.1835172631531,24.5872798819099,23.4313589793325,24.6961933883563,23.9712332227627,-0.9328516731141,0.171790724969958
"Q9UI26",9,8,10,5,7,11,24.8713298984361,23.9273403322971,24.5948097937385,24.4901109995905,24.7382428940587,24.7737467094216,-0.337728181641367,1
"Q00534",9,8,8,8,9,9,25.4702640302836,25.2431366394828,25.9509377894625,25.4868475394488,25.8302489377742,25.8452659715547,-0.225400202344668,1
"P09624",11,11,5,6,5,6,25.7445234560087,24.468599931647,26.1186084521054,24.9062577441187,25.8522030637265,25.3207896710388,-1.0065625416787,0.106922208943852
"P32563",9,8,11,6,6,7,26.05487818602,25.0195523840015,26.4700694856132,25.0645898317912,26.5690000614457,25.6483251027472,-1.120493471513,0.0690556871676902
"P62424",8,7,8,10,11,10,27.3210961469574,27.215043985099,27.8088509848044,27.6820588821537,27.8585247847985,27.8717418048711,-0.0732090814788341,1
"P00890",9,9,12,6,9,8,25.8672936354663,25.5567145419627,26.3525677536353,25.6107618466209,26.0772600438611,25.6530699608939,-0.492191694495065,0.563639072354372
"P0A6P9",3,3,3,7,10,10,28.3794657584671,28.3614312768756,28.6748644344516,28.5234797609635,28.5945434151188,28.7767836038375,0.00427367787970094,1
"Q9NR12",7,8,7,6,9,10,24.1002921071494,24.2683134029561,24.5963394648291,24.3337765170915,24.6849775669579,24.6159057298449,-0.0545378296813001,1
"P0AFG8",NA,NA,1,10,8,11,24.3060238516622,25.1571263951837,24.7377116339607,25.0467751450635,24.575827849484,25.5078618895175,0.697400031552599,0.182934281234841
"P0ABT2",4,3,4,7,6,8,24.2571961805892,26.1997181687104,24.2452937400422,26.2301572409166,24.5501975691455,26.4867322971629,1.95464007233767,0.0164828483405032
"Q99873",8,8,8,7,8,12,26.2368048649381,26.2210796457515,26.458232745535,26.2311345881387,26.5006250374105,26.5142608873327,-0.0763958422202329,1
"O00505",5,4,10,8,8,7,24.7712267914803,24.9208924442182,25.0393193668874,24.8819188381503,25.1242828949666,25.2517798458909,0.0399206916416996,1
"Q16512",9,6,5,5,5,6,24.8653354107243,23.6477271781382,25.2905241610412,24.9566300633511,25.3908925064313,25.3089976265115,-0.544465736732,1
"P0C2H9",7,8,10,4,7,5,27.3667084043165,26.345547373265,27.5445901205173,26.513724343571,27.8991369066607,26.9765060889003,-0.9915525419194,0.0976363831481711
"P40925",10,10,8,10,10,11,27.5229393342583,27.4488626583532,27.9965009006385,27.8069845713095,28.0208670476576,28.0470438446533,-0.079138736079468,1
"P05748",10,7,10,6,7,6,27.4900108348416,26.3351577941086,27.9236814761553,26.4821374498223,27.8453361377036,26.7731407162352,-1.2228641628448,0.0519472872287817
"P61086",7,7,6,6,9,7,26.2337555560814,26.2083742869893,27.018771023055,26.4842535267916,26.804686725137,26.6533873124501,-0.237066059347466,0.983119247994488
"P16387",9,10,11,3,4,5,26.1128902912755,25.0564477019815,26.3892157826659,24.899002077098,26.4202838244407,25.3249536035118,-1.2139955052636,0.0488677360848123
"Q8NBS9",9,9,10,10,9,10,25.3274680812803,25.3492214216492,25.8655031577787,25.5458282223532,25.7016451038752,25.7993572224195,-0.0667364921707675,1
"P32835",6,7,11,6,7,11,29.1018753535336,28.7366341799314,29.4732693711427,29.0248513684765,29.4561844367835,29.2620221335306,-0.335940493173766,1
"P28777",7,7,9,3,5,6,25.0558480621827,24.1664138148549,25.4443010059416,24.8941496106529,25.496865964896,24.7331132033724,-0.734446134713367,0.354731299261174
"P20810",3,7,8,7,5,9,23.7913391867872,24.1085747047472,24.093876909257,24.1434142003385,24.1778559455289,24.4704595417307,0.2197921350811,0.731899019732891
"Q96T37",6,6,9,8,8,12,25.2037228793671,24.1311042933043,24.4270659873212,24.2559657425081,24.5908798520039,24.6407275034798,-0.397957059800001,1
"P27692",7,6,10,4,4,4,24.442725618892,24.105459053831,24.5584007430707,24.1903892676412,24.7270815064562,24.2190076188344,-0.404450642704099,0.622075070080177
"O00273",5,6,11,4,7,7,24.4465877364825,24.360478343923,24.7400493845668,24.4014003784142,24.9034519844913,24.9115534589077,-0.1388856414319,1
"Q14258",8,7,8,9,10,7,25.2684003627416,23.9868935257368,24.6378219386557,24.3309934457499,24.6757544273581,24.6368945129931,-0.542398414758534,0.997959604679908
"Q03048",8,7,9,8,7,6,26.9804552337773,26.341268650371,27.2391241626654,26.0577886695603,27.3270240795129,26.3378997864331,-0.936548789863734,0.0722987018076465
"Q7Z417",7,6,10,10,7,9,24.4389353473692,24.5370203518164,24.692575703425,24.5465341894283,24.6480930083585,24.7655607863246,0.0231704228055326,1
"Q9UBB4",6,3,10,4,7,10,24.0458094778926,24.378762246353,24.7318930361846,24.2885383114165,24.6785384615916,24.7564716242488,-0.010822931216835,1
"P21964",7,6,8,6,6,4,25.1612939875773,25.4466707715857,25.1598185335302,24.9925651554257,25.3105582835261,25.3008316514407,0.0361322579395017,1
"Q04828",7,6,10,7,9,9,24.8156180252094,24.9410108789168,25.5553172301967,25.0501970727003,25.7908501894335,25.8939871978164,-0.0921967651353661,1
"Q7L0Y3",8,10,6,10,6,6,24.6898933888516,24.7005263947933,25.254359714725,24.8787823988406,24.8052148541543,25.0696955960421,-0.0334878560183007,1
"Q15758",7,7,5,9,7,7,25.6885904286242,25.615675880597,25.7720207248647,25.7063514128241,25.9352823317341,25.9316257349826,-0.0474134856064327,1
"P35573",8,2,7,7,8,6,23.9013393360346,24.1047297505979,24.327406814696,24.0734004005514,24.6038485029385,24.763833482717,0.0364563267323999,1
"P32929",7,8,11,8,8,9,24.5913367511976,24.8382354336746,24.9311843104324,24.7428043720638,25.117021905656,25.0953297323037,0.0122755235853684,1
"O95758",7,8,6,9,7,8,25.4563191926314,25.1503243231372,25.9772091631883,25.4677023079699,25.7887947877929,25.7939621326631,-0.270111459947466,1
"O15381",7,4,8,5,8,8,23.5720042902542,23.4571911034297,23.6083008513369,23.4357042110299,23.9983983827831,23.7932337777248,-0.164191477396599,1
"P36551",5,5,8,7,9,8,25.2200662260128,25.3299038887139,25.4618040281464,25.2293407628678,25.5797407265888,25.6217820416289,-0.0268614291791328,1
"Q9BQA1",6,6,9,8,8,8,25.9246074800566,25.5114370683125,26.3637495127876,25.4721519974668,26.3759023520782,26.397061184619,-0.4278696981747,1
"P54839",10,7,5,8,4,4,26.7558162661635,25.0007689014807,27.0630523662787,25.2093505814169,26.3219049802339,25.1668762371031,-1.58792596422513,0.0284368776941743
"P0CX43,P0CX44",8,11,10,8,6,6,27.161936997319,26.0990835405797,27.9624130330642,26.2161921146382,27.581435759583,26.9599127248791,-1.1435324699564,0.110769031343596
"P41921",9,3,6,5,4,5,24.960527868267,24.120090557486,25.3074237444141,23.9424774572837,25.3182705509662,24.3758367463397,-1.04927246751263,0.0613921638278625
"Q8IYB8",5,5,7,7,7,9,24.9390561689581,24.9821333887397,25.3057141567627,23.9815236456212,25.2620608562682,25.4539394968468,-0.3630782169271,1
"O15226",9,8,6,8,7,10,24.5193310267998,24.5893211735146,24.8474784385851,24.5101117245174,24.8761442566687,24.7955109831906,-0.116003280277,1
"P32521",7,8,10,5,4,3,23.7963551464285,22.8124040369701,24.1216098719113,22.9448732407067,24.2293623284049,23.270323560873,-1.03990883606497,0.0641347676904687
"Q14676",2,NA,5,6,4,5,23.0527952184373,24.2500414591566,23.6043665876638,23.123520739313,23.7339444126593,23.4186772165391,0.133711065416099,1
"Q99590",6,6,4,5,5,5,23.7275145963035,24.5478134484278,24.0593157415313,23.8806694146117,23.9162016646722,24.1894256924713,0.304958851001266,0.914708479682731
"Q14232",7,8,6,8,6,8,25.1180407608712,25.1733909097214,25.3706154445617,24.8608541566,25.2714691547037,25.3248806964911,-0.133666532441366,1
"P38426",9,8,9,5,5,3,24.6886490103001,23.091447331423,25.0426798622418,23.8795960558734,25.1299011572172,23.791375556797,-1.36627036188857,0.0531322978535179
"Q7LBC6",6,5,4,4,7,6,23.4021340667812,23.5376780390201,23.8223295465603,23.2112138396373,23.3553001445488,23.7157795863178,-0.0383640976383669,1
"Q9NUQ9",5,6,6,6,6,7,24.7202886244398,25.0527665342787,24.9663148952648,24.7307769240416,25.0445720531014,25.0070128904767,0.0197935919969995,1
"Q92925",3,5,7,5,4,8,23.5246030474391,23.6711322084465,24.6013537979369,23.8101337441299,24.1751284387732,24.3313527124524,-0.162822206373466,1
"Q15369",5,5,6,8,5,7,25.3092138993524,25.0861731639596,25.8083413720484,25.5142088675824,25.8525101742949,25.8659850506516,-0.1678994545007,1
"Q13185",8,8,8,8,8,9,26.9741213347117,27.0167793889996,27.3613303354295,27.0769659351769,27.4222837321062,27.4658217046948,-0.0660561244587008,1
"P55735",6,5,7,8,7,5,25.4042703896579,25.4230445920767,25.6611037206282,25.4533487635397,25.8816468618273,25.7374181815053,-0.111069811663899,1
