"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"P16220,P18846",2,1,2,3,0,2,0.0570877546797398,0.164583475392332,24.3801605534017,24.7820874568726,24.8569601487507,26.2259873154986,NA,25.0907623057518
"P16278",5,5,4,3,4,4,0.484176544654308,0.627875668048501,25.2110296689783,25.4115638426195,25.4313960312468,24.3027069101644,25.742099708371,25.1776609238987
"P16333,O43639",2,3,1,3,2,2,0.77558073236936,0.85110380393647,23.4185009121725,23.7948402643969,22.1352550673393,24.4436323171252,22.6845495351126,22.7992891950238
"P16387",12,12,13,9,8,9,2.13979970785969e-05,0.00149936191899558,29.0161372429287,29.1033662837929,29.088687825416,27.5541227847849,27.2076740766349,27.2911546623124
"P16402",1,0,0,1,0,0,0.392197862030922,0.550275389199496,23.1054386033648,NA,NA,23.465649617292,NA,NA
"P16403,P10412,P22492,Q02539",4,4,3,4,3,3,0.245565992942908,0.409870107236219,26.3677062369996,26.3969721558803,26.3079105507745,26.1537727288336,26.2254381634592,NA
"P16435",1,1,0,0,1,0,0.587660693693952,0.711987086555085,27.9213756059557,22.5089189353842,NA,NA,23.4449285755196,NA
"P16451",2,2,2,2,2,2,0.00180021000519877,0.0123880936461294,24.6653560556156,24.7100852417086,24.7763714396627,23.4273581983959,23.9733903120094,23.8692666861699
"P16467",1,0,1,0,0,0,NA,NA,23.1015500062728,NA,23.5312050863392,NA,NA,NA
"P16474",16,13,13,13,11,8,0.00112221708834848,0.00905482190614727,29.8000184165317,29.6830227062076,29.5997026154271,28.4917119887378,28.5901557897561,27.8300003978927
"P16520",0,0,0,1,1,1,NA,NA,NA,NA,NA,25.2727410841983,25.3550812673147,24.6268034423818
"P16521",27,27,26,26,24,24,0.000135446386485901,0.00343788793035319,32.1238283652232,32.1912849162582,32.1920679984223,31.2271721188699,31.2465277006314,31.2677288133916
"P16547",8,6,7,4,5,4,0.00106202681909204,0.00873474314449969,26.8713598768863,26.8134218469721,26.9593240824525,25.0780392835948,25.9173272711904,25.3922828292912
"P16550",7,8,7,7,7,7,0.000198715324824696,0.0036835500876168,28.2973993182157,28.3388788785665,28.4256062069945,27.5003994420594,27.3336915786805,27.3432332299089
"P16603",17,15,17,9,12,12,0.00107509875594413,0.00878778523160104,29.008522822455,28.5257666362105,28.292472715821,26.8267318449225,27.3076064037302,27.2680431146254
"P16615,Q93084,O14983",4,3,4,4,5,6,0.0221776483440373,0.0843518838747986,24.8729864962559,24.6317566857903,25.6073709738457,25.930077764473,25.7124905766872,26.2930502886207
"P16622",2,3,3,3,2,2,0.0447017906416532,0.139159004685374,24.1769462337491,25.2688057674795,25.1179237178543,24.3582344831452,23.5965576754224,23.8567496091729
"P16649",12,11,12,9,8,8,0.000118114744628801,0.00323006427099588,27.3024858252088,27.3822028287186,27.5115825288393,26.2265272099135,25.909598143201,26.1730138682859
"P16659",2,1,2,12,11,13,1.18319709633464e-05,0.00103727029439754,22.5782313948423,NA,22.6562780099606,27.2324097446852,27.027755516561,27.6991856133996
"P16861",25,27,30,22,24,25,9.20638938136793e-05,0.0029808636388006,31.2653432401065,31.284995668302,31.3004316358008,29.9857592984804,30.1711821068846,30.2365903015827
"P16862",17,21,23,17,17,17,0.000765699122735371,0.00710946005319184,30.3426147740983,30.5828371485719,30.5986145986695,29.4714480683633,29.7435635725323,29.6026702051212
"P16930",9,10,10,10,10,10,0.287190995146707,0.453596534235778,28.1638226210683,28.2990603837385,28.2524863576557,28.2567710777884,28.454185738083,28.4124629538406
"P16949",5,5,5,5,6,6,0.0137178781835441,0.0585211171495619,30.7015438581608,30.6580831702969,30.642974360702,31.1904923239211,31.1325972261701,30.9365769831238
"P16965",2,2,2,2,2,1,0.0382793955360666,0.124741436679144,26.6842731319507,25.7137424956425,26.1848775866049,25.7557042799356,24.7679481770064,23.9289167918618
"P16989",11,9,10,10,10,11,0.892509213381897,0.928047950618734,27.681682644536,27.5318273053776,27.6803795267381,27.6800837443919,27.843308248335,27.4327535106649
"P17028",3,4,4,3,4,3,0.884295352161448,0.924258943913168,24.4387259402365,24.5813209944902,24.4874634333821,24.465093377758,25.1493404453573,24.0272589843975
"P17066,P48741",1,1,1,1,1,1,0.413549082525597,0.567310270460833,31.3026414964327,31.3774935811156,31.3153177807281,31.2170877975073,31.6531435505409,31.5163895898959
"P17076",11,10,11,10,10,10,0.0202182592989471,0.0789809959156857,26.7075976145925,27.0002327029825,27.5487377044841,26.4621989370012,26.1042368923229,26.3313956821093
"P17096",3,3,3,3,3,3,0.593296279172535,0.71658046535162,29.643675263195,29.6732560714077,29.4520685023594,29.3097811496746,29.6688677657702,29.5445454018179
"P17106",4,4,5,3,3,2,0.00418670490905162,0.0233411109223176,25.3426380676059,25.641449599576,25.545027299178,24.2290943411953,24.8814418969644,24.6225098598075
"P17157",1,1,1,1,1,0,0.0357650903350163,0.118770198081635,23.3808430666574,22.9602954717998,22.7114314162943,22.2248809807297,22.3968238928758,NA
"P17169",0,0,0,3,4,4,NA,NA,NA,NA,NA,25.5822026733466,25.734991243848,25.4504529595248
"P17174",14,16,16,15,14,15,0.30651022410615,0.472439164467551,29.6417833775351,29.8137658592912,29.8068028895438,29.8441102983764,29.8307883155031,29.980583599641
"P17255",35,34,34,29,26,31,0.000107450535642641,0.00304905986253359,31.5316812910241,31.5702057866511,31.4999263104302,30.5031202886818,30.5310340176933,30.6072980860941
"P17423",1,4,5,2,3,5,0.847024291463386,0.899941038321742,24.2828278836019,26.1944069040945,27.0309775993059,25.2379899466828,25.551318558122,26.2722439801786
"P17442",2,3,3,1,0,2,0.0461851666944016,0.141811671675202,22.717940964435,23.836442277234,23.7555223846001,22.2752148302692,NA,22.4603328175809
"P17480",9,9,9,9,8,10,0.339093956522091,0.503509575076218,27.5477031036018,27.6700150101363,27.8798505196023,27.8189483350904,27.7815746074965,27.9104806344026
"P17505",11,11,11,8,9,11,0.603300310826629,0.724333223195936,28.8685476994752,29.0573768358266,28.968945683363,28.1494288683613,27.7545237500076,30.009694145972
"P17535",1,2,1,2,3,0,0.126525183222491,0.2749908349642,22.5199664312936,23.7288408803471,22.1995883793197,23.3747727705533,24.4723237959307,NA
"P17536",11,12,12,10,11,11,0.00110387279964414,0.00894969744944228,29.9636395318154,30.1516660277222,30.0051616186806,28.5813924928967,29.190881930951,28.9598769209825
"P17542,P12980",2,2,1,2,1,1,0.697380389898971,0.79832391716301,24.1203326053751,22.9671177479342,23.247566381327,24.0027306426291,23.2070392040407,23.5719212425053
"P17555",8,9,9,8,7,7,0.000304796881467217,0.00442393404681297,27.8423954116192,27.8076939126624,27.7741672668249,26.9117713057606,26.7319909220314,26.5149248978805
"P17612,P22694",4,4,5,5,4,4,0.136090890405521,0.287974481540965,25.3574692960465,25.4284168436932,25.9656955988614,26.8687025838687,26.2369517707672,25.5659619893542
"P17649",6,6,8,6,3,4,0.00941367842204516,0.044354934430737,26.4437555770621,26.6806742908156,26.9449367669034,26.1154820787474,25.0573841363346,25.2587106918886
"P17655",12,10,10,11,8,10,0.427869566064937,0.57966087168246,28.0244669477418,27.3276562198142,27.3920532462703,27.5160299013329,27.2515204478777,27.4104522815936
"P17695",5,4,5,5,4,4,0.0111161817939731,0.0501715206107737,28.0747504975289,27.3931523187771,27.7752911737635,27.1978069076453,26.5855922110499,26.6374039771824
"P17706",1,1,0,2,0,0,0.0587885694568353,0.168429418222618,22.5792186665593,22.504078691863,NA,23.2419687354035,NA,NA
"P17709",13,13,14,13,12,14,0.000162194693372638,0.0035216181195241,30.9982974831393,30.8919145865034,31.0825937827634,30.0125060411722,30.0369792148265,30.0314565404462
"P17812",18,15,15,19,17,17,0.0407393355825092,0.129662497811754,28.6858751386195,28.3877946079387,28.3151705969858,29.1940024316938,28.8130975757804,28.7818325022004
"P17844",28,27,29,28,30,30,0.192856972932665,0.355507008290943,31.5780754897107,31.5056215143176,31.4512818227536,31.7338123375389,31.6657827286129,31.6122990536717
"P17858",7,6,5,9,6,7,0.318020013547341,0.483353345447936,26.8487074590559,26.5846990912363,26.2718864245407,27.4274183119417,26.6639526305055,26.5571001647392
"P17891",9,10,10,8,8,8,0.00391277797834504,0.0221119065683075,27.9472805775005,28.2332416921419,28.5047259522314,27.1753874705405,27.5038970516489,27.3884177984519
"P17967",15,16,16,14,15,15,0.000244512230611517,0.0039711616617967,30.9128663209191,30.9965543163707,30.9060331984961,29.8855685599992,30.1047162824695,30.0113221167651
"P17980",12,17,17,16,17,16,0.120510602815118,0.26715192464482,28.9345407863576,29.4049505054901,29.5189499344325,29.5407046810297,29.5339593739693,29.9896327346497
"P17987",27,27,28,26,27,28,0.15438936882156,0.310855729750454,32.4606699116816,32.4124656996431,32.4170594104289,32.5393146966896,32.7118409893756,32.575928683051
"P18031",8,7,10,9,7,9,0.368491133798156,0.530930487006064,26.9727285934787,27.2108318384735,27.4627216524179,27.2621000358516,27.2939696573446,27.6265942955214
"P18074",4,6,5,5,4,5,0.86391916424797,0.910802692259757,25.9326850706609,26.1119906499483,26.0535985308048,26.2224405892826,25.9508677486239,25.9945489510849
"P18077",5,5,5,5,5,5,0.475331981253671,0.620067623272803,29.5038822423982,29.4828966278575,29.4026204507144,28.7122038626856,29.5587502803277,29.5335197510456
"P18085",4,5,3,4,3,2,0.636062567675892,0.75016553345705,26.7296392674243,26.6599830134685,26.1818779513093,26.9149904109435,26.6493250324789,26.3425489489212
"P18124",14,14,13,13,13,14,0.117675252581978,0.263231931262874,30.8697120240048,31.1287714872358,31.0610321769109,30.4517499972912,30.7674959748089,30.9221373272575
"P18206",46,45,45,46,45,47,0.813438163545937,0.878297598133931,31.6253716305939,31.6779150966808,32.2738398033013,31.6578391070341,31.8773483622512,31.8859050100981
"P18239",5,6,6,5,6,5,0.00657391453531672,0.0332729105398184,28.4448236386963,28.9623755246021,29.0337531328685,27.7637760942906,28.0614386428173,28.0675590124022
"P18562",5,6,5,4,5,5,0.000812724418886253,0.0074098755230947,26.8682564714607,27.2071299358521,26.8875920222994,25.2560837402447,25.1887732900342,25.9144694776019
"P18583",25,26,26,26,20,24,0.662206904327598,0.770160505125189,29.5744302673394,29.4643239534384,29.3098065556586,29.8305546391876,29.34635922628,29.4117045387668
"P18615",4,4,5,4,4,5,0.191088568862345,0.353160761552764,24.292352702291,27.0423026421695,27.1169952611629,24.5952712916112,25.2424269008334,25.0342924873395
"P18621",6,6,6,6,6,6,0.82638759046016,0.886782179607876,29.6268452624604,29.4301438364548,29.4961821848987,29.6407048319912,29.0518027959625,29.7171911605405
"P18669,P15259,Q8N0Y7",11,11,11,11,11,9,0.724550732563325,0.81890931979802,31.0335715292623,31.2422348990116,31.0014503203973,31.3031676633617,31.15348533753,30.9778321346437
"P18754",13,15,16,16,16,16,0.0385655131198708,0.125340960137483,29.9442443244469,30.0629531223024,30.1004789939934,30.3665077299383,30.275531908452,30.3410638979493
"P18759,Q8IYT4",7,6,9,4,4,2,0.270889592011587,0.437564224256644,28.0677218611923,28.0635540736769,28.1500076440616,28.1672551660393,27.8496777732107,27.7016697000034
"P18843",0,1,0,1,1,2,0.217325426272619,0.381281947934352,NA,21.5178858906289,NA,22.4897703207677,22.4113188230759,24.729604842541
"P18858",10,11,9,10,5,8,0.142737428991326,0.295599325065677,27.0864820610543,27.3664151209786,27.5717140074843,27.2411995031587,26.8540493660447,27.006533145609
"P18859",3,3,2,3,3,3,0.23105080970213,0.394136318745511,27.497535943856,27.8354834403923,25.9234887164133,27.5618446321626,27.9028486645231,27.8564375160497
"P18887",5,4,3,4,3,4,0.725772390652447,0.819923136923621,25.3997088815872,25.3834584132234,25.1387324217896,25.1147123365872,25.2844929387691,25.7429802769854
"P18899",7,7,6,7,5,6,0.00192766455177154,0.0130868731868253,27.6446769576049,27.6218652304249,27.3586656775815,26.649214854472,25.8877006482025,26.3958461029321
"P18961",1,1,1,0,1,1,0.0159605270558271,0.0657558092650756,22.87998838444,23.3460392526886,23.5688279504271,NA,22.40034560154,22.3270806721281
"P19073",2,2,2,2,2,2,0.00229444790537532,0.014896216413947,25.6409539496742,25.810900115293,25.3845818229418,24.3448500673318,24.8126267045712,24.7249721414085
"P19097",47,53,52,39,40,36,0.000125559650545376,0.00328859332695853,30.9502645941881,31.1063180960636,31.0987698926048,30.0665328751211,29.8979228371193,29.8630272709795
"P19146",0,1,0,0,0,0,NA,NA,NA,23.1398315465633,NA,NA,NA,NA
"P19174",3,4,2,4,5,3,0.568602408937547,0.695739042525085,26.1650244540948,26.0636074794643,23.4878813635822,25.6386576938304,26.0810367963794,25.3811370264941
"P19211",1,1,2,0,0,0,NA,NA,23.6517634187278,22.4786058146923,24.8755250125884,NA,NA,NA
"P19262",5,3,5,1,1,3,0.00168544164284706,0.0118898962821515,26.2282784964969,25.2772429647786,26.5182468510856,24.0633661328692,23.8062366617307,24.2819378240298
"P19338",19,19,19,19,17,18,0.415496614876601,0.568843325947554,32.8130056390651,32.9455150448012,32.7879679672714,32.8886845793174,33.0050929017285,32.944152790781
"P19358",7,6,7,7,6,6,0.000534093866779654,0.00589676442502063,27.7149583195437,27.7042165663617,27.7823889904528,26.9556770547001,26.7046410204392,26.5476037357145
"P19367,Q2TB90",19,18,17,17,18,15,0.514186374833429,0.651896430543085,28.0742455781029,28.2312619802182,28.3086796016505,28.1729805993637,28.5294258460465,28.2208086319418
"P19387",6,6,7,6,6,6,0.16465669362838,0.323424818673577,26.4984729435559,26.1855349751809,26.5223327234784,26.6922205636601,26.5411747710736,26.6406440967693
"P19388",5,7,6,7,5,7,0.139786023732673,0.292850473546469,27.2615783055349,27.417454168116,27.1508738674685,27.3842300436044,27.5567618463985,27.5433167882738
"P19404",4,5,5,4,5,5,0.26211374706388,0.429570582874646,26.3868446988526,26.4813482875904,26.392750840714,26.4005894876396,26.6574482639375,26.6749285857498
"P19414",21,20,20,22,18,19,0.000163944737243254,0.0035216181195241,31.589162395861,31.7454983316871,31.5662051458479,30.6955703946608,30.5218677076528,30.5723488716176
"P19447",2,1,0,0,1,1,0.0986380519448651,0.23634762826068,19.7840902603877,21.7085286661883,NA,NA,22.1495515582527,22.6485350330324
"P19454",2,2,2,1,1,1,0.000450692569911705,0.00533126035274947,24.5722426780014,24.4369624970865,24.3926671471886,23.2904647108537,22.8799158322079,22.5212501688881
"P19524,P32492",4,7,8,5,2,7,0.407676651816645,0.563231610592416,24.8601301995314,25.1544810514909,26.0377548156496,24.9715842454154,23.3281594228297,25.873635350222
"P19525",4,3,3,4,3,2,0.446294484193659,0.595098584916095,25.5035989247664,24.6462836308432,25.5586934738298,25.2688463768647,25.1293286897517,24.4877776827068
"P19623,Q12455",13,12,13,13,13,13,0.284584791727771,0.450748756041698,29.8457849953866,29.7393822630033,29.6610817602658,30.2039884240616,29.760846088143,29.8409433466039
"P19784",7,7,7,7,8,8,0.0768895815396927,0.201855133241678,26.3919321119215,26.2664567551751,26.4580632853066,26.725389204307,26.4739739524769,26.8309083957456
"P19838",1,1,2,2,1,2,0.504594753798205,0.644513579011738,23.5322798421204,22.4353674775311,23.5228681361938,24.0547333133067,22.9891084815448,23.3355762723108
"P19882",22,22,22,22,22,23,0.000186996157187589,0.00362978506659514,31.9350120672311,32.0015283795064,31.887158901318,30.9751965054195,31.0679787295809,31.0598708001778
"P19926",3,4,4,7,7,8,1.09445651476024e-06,0.000518303696015869,24.5724969421968,24.3855391346672,24.3282552595465,27.0851535791285,27.1103563734249,27.2493175068432
"P20020,Q16720,Q01814",3,3,3,3,3,1,0.873040552921744,0.91678333322406,23.4470700643692,22.9436158412049,22.8719271677888,23.5060850700353,23.4256089318678,22.495185411294
"P20042",17,17,17,17,17,17,0.143178213727925,0.295841989949309,29.8304189260999,29.7393822630033,29.7999822438615,29.9394015149873,29.9908999156923,29.9595915495958
"P20051",4,4,3,3,4,3,0.00105327886719577,0.00867881167733412,26.0826490748636,25.7619107939428,25.920357044319,24.830970090877,25.096330653467,25.1154160080543
"P20073",9,8,9,12,9,10,0.0390299649054831,0.126308745075737,28.1340928555461,28.1055726037601,28.360200174956,28.7342774795983,28.7294909953784,28.380028551958
"P20081",5,5,4,4,3,3,4.16793860744808e-05,0.00213432572798872,29.6234939195075,29.5398794583032,29.5443650668638,28.4336508729297,28.2980121291201,28.3128054190385
"P20248",2,3,1,3,3,3,0.207781141949848,0.371505326721657,25.7387590407672,25.5879950386721,24.2450962239889,26.1016576685083,25.8142777004113,25.5127197630586
"P20290,P33327",6,5,6,6,6,7,0.0649417310939977,0.179540604135623,29.764449641022,29.8178612373691,29.8588496373134,30.2548933431689,29.99307534769,30.0321968902952
"P20338,P61018",1,1,1,2,1,0,0.274533200546253,0.440797967619724,21.8379023220723,NA,NA,26.7820203340649,22.7690597675453,NA
"P20340,Q9NRW1",2,3,3,3,3,2,0.0800977553517274,0.207155024209716,24.9030181911099,24.8157489455703,25.6868784208298,25.8504361477159,25.7656745197859,25.5009303041927
"P20424",3,3,3,2,2,3,0.0121329272585941,0.0535226336970817,24.4151023357106,24.6422842096675,24.7576035703298,22.9721509678743,23.6920300243456,24.0077180778101
"P20434",0,1,2,1,0,0,0.088551821674371,0.220007501857967,NA,22.8269593557295,NA,21.6724575460604,NA,NA
"P20449",10,9,9,8,7,7,0.000263156599591619,0.00411540657949153,27.2261588895911,27.4928957496311,27.3787344568726,26.2615943667363,26.4180016029854,26.3957847416816
"P20459",8,9,8,7,6,8,0.000362403391382094,0.0048171040259762,27.9832257660461,28.4268607806769,27.9721231182597,26.9362694846232,26.8740453625085,26.9185113916269
"P20485",2,3,2,1,1,2,0.0150728921192548,0.0629720248919403,23.6734979989408,23.5930605564329,23.4925747548056,21.4876386702585,NA,22.7274415158107
"P20486",0,1,2,0,0,0,NA,NA,NA,22.1672347988729,21.1569409801071,NA,NA,NA
"P20606",5,6,5,5,5,6,0.0143943720292491,0.0608418185102402,28.576907644089,29.0003024551179,28.2648848635353,28.025594909565,27.4285544370014,27.7659861716078
"P20618",8,7,8,7,8,7,0.298603751962075,0.465077875781819,29.4731025702211,29.4878136464239,29.6471023719758,29.5390973906128,29.8800389171953,29.661640981168
"P20645",5,4,3,4,4,4,0.160167928162133,0.319135386645734,26.3627163024575,26.7651983647711,26.3112499873022,26.9157940661722,26.9813275268642,26.508696612913
"P20674",4,4,4,4,4,4,0.539038274909105,0.673098226592309,29.3277469287791,29.2923347855211,28.6736216240703,28.7934490432002,29.8188983978816,29.3123381888629
"P20700",28,28,27,29,27,26,0.707367862191557,0.806709205673867,31.3745211103381,31.6494731286168,31.5468272853992,31.604007043665,31.5163175929333,31.5948237026267
"P20810",9,10,10,9,9,10,0.394643475388453,0.552325905842914,27.4073192375016,27.6038609606686,27.5468586241495,27.4129756656438,27.7552778637882,27.8090723473068
"P20839",7,6,7,6,6,7,0.0120398019283582,0.0532513481087018,27.2558505745279,27.3173910609797,27.2501401050226,27.7949786722965,27.616997596753,27.6275744094934
"P20967",3,4,6,2,4,2,0.0947407194999602,0.229453263694952,24.4854511560971,25.3349608706976,25.8906572745589,24.0422262952386,24.9832084686661,23.984077428074
"P21127,Q9UQ88",10,11,9,12,11,11,0.0377115670383908,0.123368604346446,27.4447802369713,27.4042302164283,27.4357621263954,27.7222687710544,27.7261099774901,27.6554556297762
"P21165",0,1,0,2,3,4,0.0654007922478328,0.18011963012203,NA,22.8033254220816,NA,23.6553390461301,24.8937679956362,24.9734265559543
"P21242",5,6,6,5,5,5,0.00176392798949282,0.0122552961140691,27.5127701059214,27.6376759099788,27.7888692043961,26.9808556176961,26.6730959560029,26.9111247426241
"P21243",6,6,6,6,6,6,0.000616238141346807,0.00623771313014574,27.7226396936163,27.8412061573006,27.817883050488,26.667271388578,27.0280051609708,26.8953692209384
"P21264",12,10,13,7,9,9,0.00896669433440404,0.0426868737823514,28.2221635525862,28.0394996237536,28.5208337862702,26.4483612225865,27.4560886931959,27.3055973247182
"P21281,P15313",11,12,10,12,9,11,0.0452704641907228,0.140047191632023,28.4880059648042,28.5819984897451,28.3261679190718,28.873846871829,28.7954621901366,28.6892375660273
"P21283",5,4,5,6,6,6,0.532629860846343,0.667903035534974,27.1129441563681,25.0143006644794,25.4863657902351,26.2392960278711,26.2108882368762,26.246598165677
"P21291",4,4,3,4,3,3,0.501484783083587,0.642893309481015,25.2978222775463,25.6115645984957,25.4707783130022,25.8714668978796,25.2456075794054,25.6941421996917
"P21304",5,2,3,2,2,2,0.00284794841166796,0.0174575090137559,24.9818983470761,23.6901604121831,24.371759786543,22.8537278006802,22.3364718946935,22.5506273524863
"P21306",3,3,1,3,2,3,0.524427130748292,0.661053144487811,25.6383755140069,25.9595418235493,24.5843494004581,24.7859083497793,24.9366836118093,25.6050473732468
"P21333",86,84,87,88,88,89,0.118673592913668,0.264428269479325,32.4073526452067,32.4345297299531,32.4911992827977,32.5616574376104,32.6794299962031,32.6765513683539
"P21367",1,1,1,2,4,4,6.43491452406587e-05,0.00260108193059383,22.7476526555905,22.1094716932467,22.6409517191765,25.8480803604144,26.8057999445968,27.2287102810989
"P21375",1,1,3,0,1,1,0.12490505190323,0.272929461346257,22.6207496018368,22.6682061962298,23.638149254801,NA,22.4983871435155,21.9682200493908
"P21399",8,8,10,8,8,9,0.493314771060944,0.635375334271621,26.7764668301604,26.5907647449442,28.2959822885733,26.8971957781908,26.7232761195708,27.0105459290622
"P21524",0,1,1,0,0,0,NA,NA,NA,21.8171940873315,22.2359694504132,NA,NA,NA
"P21576",12,13,12,8,9,8,0.000980712564301551,0.00826299736781953,28.6056103565836,29.025059477177,28.5981458941944,27.6274177614254,27.8058727399669,27.7782182329843
"P21599",3,3,2,4,5,6,0.422162989828903,0.574291748350604,26.0353798065322,26.1271115290466,25.9196021069066,26.5639651866454,25.6035428047222,26.7349747567658
"P21734",3,1,2,2,1,1,0.403944220573415,0.559145590056541,25.6093945989328,NA,21.968494668344,21.8646904462523,NA,NA
"P21796",12,12,13,12,13,13,0.143284531231892,0.295841989949309,30.6187504504716,30.431644640337,30.5284557872734,30.7578684041976,30.692506506378,30.6903167661884
"P21825",2,2,1,1,1,0,0.113675994406806,0.256787767329506,23.6821245338776,23.2648782971227,21.4090010582827,20.7007352641034,21.7611044133192,NA
"P21827",4,3,2,4,2,2,0.12168760391016,0.268331250547336,25.421503400334,24.763621265699,24.2371010296344,24.751148649463,23.7493550154541,23.5181417363964
"P21889",0,0,0,3,2,1,NA,NA,NA,NA,NA,23.8598210165132,23.2397738420833,23.1008776697067
"P21912,P21801",7,7,5,7,6,6,0.933524811829435,0.954114493029234,27.584018812092,28.3197406365782,26.8224985169109,27.8704999903527,27.2205098192482,27.7430164548546
"P21954,P41939",15,15,15,14,13,12,0.000695974384800831,0.00669593641453143,28.2782853677276,28.3658738464606,28.288992056793,27.5237820823839,27.6198988201979,27.3437899633035
"P21964",9,9,9,10,10,9,0.640468424881746,0.75256588132261,29.6086935573956,29.5805529890687,28.4513822738259,29.878887024889,28.2400367815631,28.7408139817341
"P21965",5,5,7,4,3,5,0.0723538223361964,0.193058191558441,25.7298672533667,26.2350132094467,26.7115790370125,25.6895758137163,25.3141106326847,25.7875556420104
"P21980",19,16,17,18,18,16,0.313824972744029,0.479516495171855,29.3572387267662,29.1260464478335,29.3683448873657,29.3445168452275,29.4043597755584,29.5236557290689
"P22033",3,3,3,5,5,4,0.132791204092781,0.283606076901749,24.5962624078467,24.104205948284,24.068379688106,24.7075085509398,24.3255295811339,25.3880014206667
"P22059",13,12,13,13,12,14,0.233542390157181,0.396733031766692,27.7271433163096,27.7019882007394,27.4980959825198,27.6905309868676,27.7382142231145,28.3529846883854
"P22061",11,11,11,11,11,11,0.421988019972164,0.574208375236908,30.1326117181301,30.4807151539079,30.4483489186313,30.6374807951819,30.28522413129,30.5621326478272
"P22087",13,13,13,12,12,12,0.823129498569548,0.8849780964825,30.2769695513949,30.0620623635856,30.1329906180341,30.0677536397584,30.2089683070247,30.1128006008645
"P22102",34,36,36,35,34,36,0.343856961621329,0.507545737331775,31.9001420798399,32.11611407824,32.0638819458195,32.1482681982725,32.0513807140826,32.2655267854278
"P22105",1,1,0,0,0,0,NA,NA,NA,22.5575614538617,NA,NA,NA,NA
"P22106",0,0,0,3,3,2,NA,NA,NA,NA,NA,24.952965221118,24.9589033121363,24.1488961823305
"P22133",2,1,2,1,0,0,0.00738903820807862,0.0364117385258587,24.2215658298252,23.4315101492005,23.8879285294074,21.7983730211622,NA,NA
"P22137",38,36,37,30,31,35,9.57379621573901e-05,0.00304375776225846,30.4612868549728,30.2297952424461,30.3544284221585,29.2286416498279,29.2040053760462,29.2654428321535
"P22138",5,5,5,3,4,3,0.051477506210432,0.152500225143045,25.2048102644056,25.4968826657431,25.4521320875032,24.2833249788314,25.2938658551327,24.1280669154498
"P22141",3,4,3,2,1,2,0.266396618014153,0.432749236694021,25.9408816625216,25.5473523469382,26.2320112745118,NA,NA,25.4602271939887
"P22146",6,7,6,5,7,5,0.00332068991596069,0.0195487235029341,28.712040180473,29.0187836934634,28.6214858376845,27.4695336517379,28.1130063844498,27.5701414874959
"P22147",21,19,19,16,18,15,0.0020282129827866,0.013568879173583,28.8330742345215,29.3798277863706,28.9146076446725,27.996387782809,28.1928872991056,27.9274530850802
"P22202",6,6,6,3,4,5,0.000105895101695508,0.00304905986253359,26.3029264510007,26.279467204122,26.268788947259,25.0147833028781,25.0300755440152,25.281838219056
"P22203",12,11,12,9,10,10,0.000350236016952382,0.00479415209112867,30.1548033507118,30.1225901737706,30.125350925307,29.0782606416349,29.2770555399848,29.3340359891955
"P22213",3,3,2,2,3,3,0.12884289835338,0.277364175462906,24.4080673847411,24.5078098379475,23.9517318277441,23.6774956102153,23.9898878621747,24.1067825728513
"P22214",2,2,2,2,2,2,0.0262080562208173,0.0950983419334397,24.214414507595,24.4788941796145,24.644629911369,23.9832344670033,23.9561772887189,23.3249167064455
"P22217",4,4,4,4,4,3,0.000598604220624115,0.00621909432170122,29.4656569087744,29.6131040510016,29.5093006221314,28.5010243525166,28.5521693420149,28.0594471811691
"P22234",13,12,12,12,12,12,0.38849515473758,0.546750912950548,31.3600376505879,31.180680480554,30.9748510581089,31.3015031381687,31.318132864863,31.2779607360026
"P22256",3,4,4,8,6,7,0.000552537134747117,0.00599080345897361,24.0287007043926,24.9720199022978,24.7950671662756,28.2143413340945,27.2352878746195,26.9747416837035
"P22259",3,3,3,13,9,11,1.7105346634419e-05,0.00131006824525847,24.7727649891795,24.9110761752116,25.4410865781064,28.6781509733409,28.1687501370922,28.1411936133669
"P22276",3,2,2,2,2,1,0.754900775877044,0.837618234821477,22.8850947667201,22.3235232370226,22.1541788838593,22.8236234783262,21.8226771490738,NA
"P22307",5,5,5,4,5,6,0.467131306775849,0.612595536255812,27.1622397349341,27.0828291976136,27.3717456335243,26.8570342761434,27.5912120747024,27.7988994555092
"P22314",29,30,29,31,31,30,0.0946629846575119,0.229453263694952,30.8575373100587,30.876163796393,30.7935254529768,31.2461336223568,31.0497295717665,30.9680637492368
"P22336",6,5,6,3,1,4,0.00291834303390151,0.0177596995954657,25.8343603013076,25.5270711848186,25.8032969078359,24.3792858162686,23.2550053852557,24.39768572792
"P22392",9,9,9,9,9,9,0.852893127924364,0.904084614721084,27.8948063493742,28.3952756989978,28.3291228794138,28.6096057235054,28.0109933090721,27.8502933875756
"P22515",28,30,27,22,25,27,0.000316271171244907,0.00452545520101424,30.7813042516153,30.7961961481489,30.7162821238779,29.3320780193775,29.6810828380867,29.7673059562441
