"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"Q9BWU0",11,11,7,9,7,13,19.779168088613,19.5717336494502,1.33332110207739e-20,0.999999999829777,1
"Q9Y3E5",4,3,5,5,5,4,20.6521240423123,20.6952747747931,0.170493596861529,0.0572288453287623,0.139658717724886
"Q08220",3,6,4,4,NA,5,20.3969587769104,19.5798049678161,-0.65279903894751,3.32064338587199e-08,3.42085565948134e-07
"P62277",5,5,6,5,6,5,20.6191301757009,20.6931318529866,0.210216127835643,0.609431104394173,0.988419466193417
"Q3ZCQ8",10,8,6,7,7,8,21.8892831469513,21.9343337364093,0.0285383661627753,0.597788938277501,0.972489478334911
"Q96SB3",4,9,5,7,6,10,20.0528896906581,19.8515426932094,3.44651541451238e-20,0.999999999713436,1
"P00387",4,5,5,5,6,5,19.9513401810629,20.0097917251108,0.171978423316716,0.129103788246287,0.275838656130016
"Q9GZR2",NA,5,7,6,8,6,20.247078087181,20.2268831062151,0.0243416562191115,0.631921333616064,1
"Q86W50",NA,3,5,NA,NA,3,19.9220537145966,20.0328119020562,0.278397331031014,0.056835278340814,0.138874511117389
"P23301",5,7,5,6,4,5,24.8864772400556,23.9471628205048,-0.743128990358913,3.05815334372848e-09,3.73781496609526e-08
"P23542",14,14,14,7,8,8,22.4931405363706,21.3588262038169,-0.885222171285848,7.51108085681386e-18,2.53400148906194e-16
"P24941",NA,6,5,5,7,8,20.83918576658,20.823573536721,6.08419329054212e-09,0.999800979565292,1
"P46672",15,15,12,11,9,7,22.8835338969562,21.6326747923888,-0.973999254067757,2.37330144490873e-19,9.25106488897193e-18
NA,NA,NA,NA,NA,NA,NA,22.2311254420308,21.2544943661559,-0.821669610469467,7.47046268511184e-08,7.34192491148385e-07
"P52566",5,7,7,7,8,10,21.4480463920407,21.3289767921242,-7.58878242636058e-20,0.999999999499377,1
"P05694",26,23,26,17,18,19,22.0010401742548,20.9521255488414,-0.861876088472389,1.23391963780732e-25,8.78824986482772e-24
"P52593",NA,NA,2,NA,NA,NA,18.810865375149,18.252333943069,-8.16497073941543e-20,0.999999999753183,1
"Q03195",6,8,11,5,5,5,20.9857541284417,20.1110110105976,-0.68575477857519,1.54370357360181e-05,0.000100514965193102
"Q6EEV4",1,2,1,2,1,1,20.469732687456,20.2903358197083,0.0721664098321665,0.391064581844562,0.673850529468721
"Q05022",21,21,21,9,6,9,20.753291010648,19.7561988181602,-0.836407389886481,3.52613906663292e-16,9.64089870872289e-15
"Q10567",9,10,11,9,8,10,21.1357625697775,21.140912106181,0.167812993353875,0.0333381236781999,0.0884671736428405
"P49721",NA,4,8,9,6,6,21.949751557993,22.0711934148518,0.225312754815308,0.0318362877223883,0.0849900712033586
"P52758",2,2,3,NA,NA,3,20.9496743931525,20.9804032718174,0.0727995512811954,0.697228058858274,1
"O75306",7,7,7,7,7,9,20.8729208283621,20.8273064172806,0.188901061825728,0.0384341107217977,0.0995995482516792
"Q9H074",6,8,5,6,7,7,22.2526705896409,21.9182237239492,-8.71608445187987e-09,0.999845042335396,1
"Q9NP58",NA,NA,1,NA,NA,4,19.242735568443,19.7838525760566,0.41033154670265,0.110683848426759,0.243077806847632
"Q99714",12,12,15,17,17,17,21.6064144449756,21.6078032704129,0.12697393780523,0.0683783001753599,0.162401981766839
"Q9Y606",9,11,11,12,12,11,20.3665841046344,20.4330189807361,7.65622613265618e-12,0.999995368706695,1
"Q9Y5A9",8,8,7,12,9,9,21.7321852673339,21.6211490217955,8.70440761288272e-17,0.999999986575727,1
"O14579",8,7,10,12,9,11,21.2177884690662,21.3391191268833,0.201224240029885,0.00892654681525512,0.028721276395542
"P23641",6,9,6,4,6,4,21.2005638297167,20.367565573231,-0.647211882280814,2.64303260391651e-07,2.38617450578942e-06
"O95363",NA,NA,1,NA,NA,NA,19.709665051854,20.0920081791484,0.3617216334788,0.12889450925528,0.275608756076245
"P49792",42,46,45,48,53,51,20.8624806658168,20.8426589450231,0.078140180046727,0.143371581059184,0.29870373821973
"Q07020",5,6,7,6,7,6,24.6501700629626,24.5241340821206,6.6549660599691e-22,0.999999999988116,1
"P11171",13,13,20,14,19,19,21.1607880202991,21.0970651740403,0.0214363512214797,0.489259357279812,0.815526504521016
"P06105",31,35,31,18,25,19,21.8174285276059,20.7691058305555,-0.836712987689543,1.09123738649309e-16,3.31334130667297e-15
"P50213",11,11,7,9,10,12,21.7844126456653,21.7022542593378,0.0761559074427126,0.360713990826092,0.631550535076093
"P38328",2,4,5,3,3,3,20.8762868902931,19.9529225513228,-2.45498356269304e-09,0.999942491673174,1
"P35637",9,10,9,12,9,10,21.5529482361095,21.2337683984081,1.97429150019289e-20,0.999999999807177,1
"Q96K17",4,3,4,4,5,4,22.5741861141805,22.4897715665809,7.07208812625464e-09,0.999796828304808,1
"P19926",NA,1,4,8,7,6,19.7785196200505,21.3825501971794,1.87299324525224,5.35584952186769e-26,3.96126870405829e-24
"P20290",8,8,7,9,9,10,22.253481804987,22.2224447666574,7.70729309392496e-11,0.999974691530946,1
"P42695",NA,NA,NA,NA,NA,3,19.7798496345151,19.4676695653882,-1.31988592656393e-19,0.9999999994455,1
"P32771",2,5,7,NA,1,5,20.5875876912369,20.035890930038,-0.472083090650121,0.010764007681883,0.0336937386417705
"Q06323",10,7,12,9,13,13,21.794741974192,21.565270662223,-2.25637876665732e-20,0.999999999760477,1
"Cont_P00722,P00722",NA,NA,2,9,10,12,19.1415740955336,20.8247458380623,1.74790821092809,8.18922709746329e-13,1.52398874597631e-11
"P33299",8,8,9,6,6,6,21.3367940397876,20.1964120449419,-0.866166778117278,1.60997467056314e-08,1.74585411174412e-07
"O94903",NA,NA,2,4,NA,NA,20.7169420109078,20.650151829415,5.92008241725315e-20,0.99999999966105,1
NA,NA,NA,NA,NA,NA,NA,19.6885966312728,18.6791430994747,-0.67735859600016,0.00541116890975299,0.0185374307840647
"Q92841",18,17,21,25,23,20,22.3860064400255,22.1277112977861,-1.84548560037754e-20,0.999999999765034,1
"Q8WVC0",3,NA,2,3,2,NA,20.4798708763257,20.7159032535765,2.53002893992689e-19,0.999999999284717,1
"P39325",NA,NA,NA,NA,3,3,19.3854620802801,21.259266357868,2.02189952132343,9.16533036056013e-10,1.19626223642695e-08
"Q9H0W9",NA,3,3,5,5,4,20.0225197356636,20.0465073614584,0.134490662780472,0.284515080089123,0.520889745994725
"Q9NPH2",7,10,13,9,12,8,21.3264483891243,21.4914744337452,0.170332066573525,0.0106583315384662,0.033411469955007
"Q9GZL7",9,8,10,10,12,12,22.0820979951056,21.9585816645568,4.98904605629004e-07,0.997489949071058,1
"Q02543",8,4,7,7,8,6,23.7866078419045,23.5949728819822,5.33187498273469e-21,0.999999999930946,1
NA,NA,NA,NA,NA,NA,NA,22.8852468359376,21.8613558503693,-0.835403548190534,0.00168428972435851,0.00675237485741781
"Q9Y478",5,4,3,3,NA,3,20.0855951916238,20.2373175172571,0.224830721737464,0.0589939603439203,0.142938327267567
"Q9NZZ3",2,2,2,3,2,2,20.8710728085626,20.7427196452857,-3.10556462308441e-20,0.999999999964382,1
"P27692",8,9,13,8,7,7,20.3785439972861,19.5894451610972,-0.770679423027352,1.20922653805892e-09,1.54336900399599e-08
"Q04182",11,15,10,4,6,6,20.6208101314259,19.6576968393151,-0.727144765742569,7.75542822369454e-11,1.1899219527259e-09
"A8CG34,Q96HA1",2,NA,1,NA,NA,4,19.9015596212666,19.6549180474876,-3.77230540874677e-20,0.999999999854859,1
"P32521",7,12,14,6,9,7,20.5736723482856,19.5445314402627,-0.849269316857514,2.38836226139702e-13,4.67066504610149e-12
"P38219",13,17,15,11,9,11,21.9184098263566,20.77780931066,-0.983248061906612,3.73296532497508e-18,1.31313883901105e-16
"Q5VT52",9,12,9,10,11,12,19.8033886386581,19.8254901062683,0.0879194662555923,0.291900937708444,0.532062088353874
"P47079",16,16,18,11,12,15,21.8188618372725,20.7115318068882,-0.855984035780833,6.16301995622065e-14,1.30236125008926e-12
"Q15021",29,32,29,31,37,35,20.4300418066844,20.382615821493,0.145967074858727,0.00218532312320257,0.00851257872907201
"Q15642",4,NA,NA,NA,NA,4,20.0241997142764,20.4392150996229,1.97013684012052e-19,0.999999999360419,1
"Q01080",6,3,4,NA,NA,1,20.2423194556632,19.3156263154073,-0.700242053247642,0.0009152229118491,0.00394612928135834
"Q9Y676",5,4,4,6,5,4,20.8705776939323,20.8604794551184,0.0663121299781993,0.270644713945593,0.500111900945587
"P38264",4,5,7,4,7,3,22.6605250256462,21.8034406477491,-0.788577254450166,4.94441002873543e-08,4.93500025186414e-07
"Q12160",NA,2,NA,NA,NA,NA,20.6180298232283,19.4309913260517,-0.965339577556406,0.000385588681804178,0.00185371758777359
"Q5F1R6",6,4,5,8,4,7,19.8329014297558,19.8062731790884,0.147922432445705,0.0899449653656082,0.204529958689079
"Q9BY44",16,20,21,19,19,24,20.8947170742327,20.810415469873,0.0582994719150686,0.393416103935161,0.677295584482823
"Q9BUT9",NA,1,1,2,2,2,19.7155483616143,19.6432978984996,4.30167161228481e-20,0.99999999968062,1
"P54819",15,16,16,16,21,18,22.5339336702062,22.4630656597615,4.75026576939571e-20,0.999999999364104,1
"Q9BYC8",NA,NA,NA,2,1,NA,19.9240769166305,19.7219890743973,-2.1934553862512e-20,0.999999999923475,1
"P78316",11,11,11,11,11,11,20.3962729426307,20.4492840159566,0.072831449106395,0.264488629049448,0.490622154657963
"P30086",8,9,9,9,8,8,23.7596213087549,23.7014953249003,0.0898144881169564,0.145567294271469,0.302513588131161
"Q9UGN5",NA,2,NA,NA,NA,NA,18.8466656375576,18.718944206535,6.77192820708441e-20,0.999999999729609,1
"P53136",NA,NA,3,NA,NA,NA,18.8262905870633,17.9062620998013,-0.307954095601572,0.395907545767126,0.680975143569037
"Q9ULX3",8,8,8,9,8,8,21.75830032639,21.7912204023191,0.0951550957322585,0.200760207272349,0.392306292399364
"P52594",5,3,6,6,5,6,20.2982872766611,20.2830775937445,0.110269884785292,0.301601854219824,0.544923613214583
"Q13685",4,3,6,NA,NA,3,20.7537734814797,20.740833398671,1.54885864660338e-10,0.999974985496808,1
"Cont_P00761",14,16,15,14,13,16,22.7748568059103,22.6275671097978,6.43941105711969e-20,0.999999999411463,1
"Q06451",NA,1,2,NA,NA,NA,20.5293329046788,19.5027489842811,-0.65647010330147,0.0158610492794912,0.0467803646694197
"P40548",1,1,1,NA,1,1,20.7062570274174,19.6287771943052,-0.851329562217725,0.00346099507229349,0.0125812732023069
"P27824",12,14,15,15,11,13,20.4886645293295,20.3487676462887,0.0124050709776599,0.652094584093028,1
"Q13200",36,35,37,39,35,40,21.7357740728767,21.6915176527,0.11732386316629,0.00401656227453483,0.0143122592722616
"P23337",3,NA,4,NA,NA,NA,20.0390698923173,18.9443751548112,-0.741327997287347,0.0118311263952079,0.0366168284195034
"Q9BQC3",NA,NA,2,3,NA,NA,19.2445234809359,19.1988760868033,7.99798193936487e-10,0.999951058781434,1
"P07172",5,8,6,4,NA,NA,20.7817383595738,19.9988182071917,-0.704514545315901,0.000575781752325372,0.00264465360602315
"P40227",17,15,18,19,17,19,21.6476965224326,21.7465916975426,0.235105839644956,0.0134715199622202,0.040689632807355
"P49848",NA,4,8,5,NA,7,18.862617457031,18.7215949359659,9.10567304682426e-19,0.999999998947842,1
"O75955",12,15,16,11,14,16,21.0555200178541,21.0459206445891,0.162547728288013,0.00121316765634402,0.00507156826771642
"Q9Y6A5",14,10,12,11,12,12,20.4495478710562,20.4627414507499,0.0116555535009592,0.725469334580792,1
"P41229",NA,NA,NA,4,3,NA,18.7042942244139,18.8982693448266,0.303401230982665,0.0414153382491862,0.106141753158399
"P30049",3,4,5,3,5,6,21.5319177952351,21.5954349924828,0.190653472321418,0.0178442952191479,0.0514718695596321
"P40531",10,12,8,6,9,9,23.1585420030384,22.0665580909497,-0.897465918826008,3.26319540807852e-12,5.61951471916566e-11
"Q15276",NA,2,2,NA,NA,NA,19.0876667563249,18.9556917205712,2.99835724620818e-17,0.999999996922905,1
NA,NA,NA,NA,NA,NA,NA,18.3881930833488,19.9425292914553,1.70625367314692,9.73064550682603e-05,0.000548739921103415
NA,NA,NA,NA,NA,NA,NA,19.0183105966375,18.9265928595867,-5.14411743789668e-20,0.999999999828256,1
"P49750",8,14,13,19,15,14,20.2618811503337,20.1089535837795,4.82635069785724e-20,0.999999999500376,1
"P07342",7,11,9,8,NA,5,20.3866583383611,19.310124589797,-0.783156487970462,9.90130428964093e-07,8.09074000664852e-06
"P34077",NA,7,NA,NA,NA,NA,20.2050553377869,19.7246606605685,-9.65066876556087e-20,0.999999999647509,1
"Q5T200",5,4,5,8,6,6,19.2800851479317,19.1135290531374,1.53493645211996e-20,0.999999999897822,1
"Q12849",12,12,11,11,12,11,20.7435922217489,20.7264127017771,0.117136649973344,0.0906145093813026,0.205728100992025
"Q8WVJ2",4,4,3,4,4,3,21.9436795875629,21.8065387715923,0.180634192099266,0.135953825095168,0.287085511337491
"Q969Z0",10,9,15,12,13,14,20.9939902957307,21.0731147790624,0.239525350624202,0.00510518721368332,0.0176569694458867
"P39683",12,13,12,NA,NA,NA,20.1256681555252,19.1157051129723,-0.794189759325386,6.50301117795464e-09,7.56368376726216e-08
"Q12905",12,11,12,10,12,18,22.5866930379657,22.7787040598362,0.206904369548498,0.0087863855485342,0.0283176861617284
"O43181",NA,2,3,4,3,3,21.3316354977752,21.3635553217181,0.0659778711583778,0.461708638820573,0.777238732814673
NA,NA,NA,NA,NA,NA,NA,18.6266176140679,19.228384944985,7.37832474390592e-19,0.999999998949767,1
"Q99459",22,21,22,24,23,25,21.1581455976365,21.2417105362407,0.210804120046246,0.0147540981310993,0.0438970562755605
"P50336",NA,NA,1,5,4,4,19.8297174425496,19.7168294072777,3.96291134784235e-20,0.999999999775561,1
"Q8N9T8",5,6,6,5,10,7,20.5819757316053,20.3941269268339,6.48070338270796e-20,0.9999999994886,1
"Q8NCA5",5,4,6,5,7,6,20.9715192844286,20.8768026132941,8.50689017895244e-20,0.999999999460833,1
"P53941",NA,2,NA,NA,NA,NA,19.9493725436423,18.7740276105282,-0.617063722066104,0.1532958773827,0.31539369351669
"Q93008",9,7,9,10,NA,8,20.2702910782972,20.1817229912192,7.94639173536217e-19,0.999999998080811,1
"P19262",8,5,7,3,2,3,21.1507955393138,20.2101533344351,-0.737901783504215,9.93405163715392e-08,9.59958859208392e-07
"Q9NWV4",6,5,4,4,4,3,22.2272947678144,22.3722075856693,0.220166337232172,0.421248236658629,0.717502532413236
"P20604",NA,3,NA,NA,NA,NA,18.8076777877293,18.0258953557221,-0.148980370845846,0.520864454634231,0.860746788537633
"Q99661",17,17,17,18,17,20,21.3310265222427,21.2432049862609,0.112967568862428,0.0366192180053432,0.0957644010302923
"P30084",9,12,8,10,11,8,21.9454922092981,21.9404845308983,0.110312064524889,0.210986152312166,0.408586476229906
"P0CS90",18,24,17,13,14,15,22.7529854478037,21.8389640255586,-0.730902455801668,7.29724621985463e-23,3.93437508806928e-21
"Q9UBU9",11,10,14,11,12,15,20.3804691140145,20.2099816066477,0.113524805998426,0.330004424567651,0.587954146179981
"P07251",12,13,14,12,12,12,23.3434555824269,22.3334770903522,-0.795500954244406,8.43422599419272e-16,2.18193048253353e-14
"O94927",NA,NA,NA,5,NA,NA,19.592428640544,19.7613150003496,0.203648068392307,0.105861818450007,0.234187967050256
"P21367",NA,NA,NA,NA,NA,6,20.4728053441976,22.3073091246049,1.90771118080686,3.49493295428461e-12,5.98286890601422e-11
"P0AGD3",NA,NA,NA,2,3,2,20.0821712136858,21.1090722911915,1.26713062097395,5.16218557946969e-06,3.74128751356289e-05
NA,NA,NA,NA,NA,NA,NA,19.0142177372214,18.6063499762433,-0.251995882686413,0.311123881078437,0.560060701929894
"O95140",4,6,4,6,NA,4,20.2017639607039,20.192496175531,4.11476132833881e-13,0.999999632733072,1
"P0C0T4,Q3E792",3,2,NA,NA,3,2,22.9045806698701,22.2485772315046,-0.276289000676161,0.190522503701885,0.375651612235489
"Q8N1F7",27,25,25,28,23,30,21.8506600334809,21.7698795196072,0.0339527353682683,0.315913225979315,0.567404545664591
"Q92621",27,32,30,35,37,36,20.976776254943,20.9340099387496,0.0961259448539075,0.0374217032652966,0.0975534596192934
"Cont_P05783,P05783",14,13,13,14,11,15,22.040383812841,21.9499482565629,0.0974206004433271,0.20306981044496,0.396181852031442
"Cont_Q9N2I2",NA,NA,1,2,1,2,20.2962990962856,20.2652209714272,0.11223781848482,0.373045614742292,0.647469075573933
"Q9NPD8",NA,NA,4,5,NA,NA,21.0148888473288,20.9158575697839,3.98116684255383e-20,0.999999999673675,1
"Q05359",NA,3,NA,NA,NA,NA,22.2791946576322,21.4135323782053,-0.668755705278264,0.0148026083728764,0.0439960060294303
"P50101",8,8,NA,NA,NA,NA,19.3027602216393,18.7385735336884,-0.309158546943763,0.0580044129112612,0.140953795824328
"Q9NYP9",3,3,3,3,2,3,20.875254073733,20.7254084950583,-7.2975011466089e-20,0.999999999516582,1
"Q8N7H5",11,12,11,13,11,12,20.7557568983729,20.646407559925,0.0645809869363666,0.376141213337443,0.652030847278759
"P52630",NA,NA,NA,5,3,5,19.7394271632639,19.6890714680078,7.48534399979381e-20,0.999999999627843,1
"P54578",23,23,22,24,25,27,21.3870529602999,21.3767837965801,0.143506689126266,0.00304600018103577,0.0113151159332874
"P04792",18,16,17,15,17,16,21.9596218650147,21.9962485200409,0.181371757078614,0.0495722409341166,0.124232084252354
"P62917",5,7,7,10,7,6,22.06518417068,21.9183691091703,4.57669558279495e-10,0.99995029193462,1
"P32449",5,7,7,6,NA,7,21.7186512271403,20.7311521783521,-0.781757253872573,3.42674605377978e-07,3.05075586176783e-06
"P0A7J7",NA,NA,NA,4,NA,NA,21.4542847615235,23.2251386476072,1.81396504232114,1.63288096345067e-10,2.36685685380576e-09
"O75940",4,3,2,6,5,2,21.4493843934744,21.3780356116444,2.35056508299527e-18,0.99999999703409,1
"O60216",15,11,11,12,11,10,20.7753473713816,20.6809255734846,0.0728002090822833,0.147769155304067,0.306427123274321
"O43159",NA,6,5,10,5,7,20.1133434174872,19.9568849545024,3.02380537753713e-21,0.999999999964337,1
"Q9Y2W2",10,10,11,10,11,11,21.1501541053823,21.0751507047128,7.81153713106703e-09,0.999803441711873,1
"Q00764",13,13,11,6,9,7,21.7834337824087,20.7670567920432,-0.868940538216517,9.63391069773765e-07,7.89460664989326e-06
"P33331",5,7,8,3,4,5,21.0642781426877,20.1581477919589,-0.591266865419117,0.000153151109460413,0.000825727804184227
"Q01780",19,16,17,22,19,17,20.2487538581715,20.2626560050855,0.0226456125294382,0.687859896651008,1
"Q9UBE0",15,14,16,16,12,14,22.0303266377458,21.9580495760139,0.0420649123156157,0.319428971784826,0.572827397645838
"P47160",5,7,5,3,4,5,20.6239568872699,19.7066246305349,-0.824222744721768,2.01349001954409e-08,2.15107850421294e-07
"P25786",13,13,12,12,14,14,21.8451496613185,21.7314116727658,6.19215218644406e-20,0.999999999295332,1
"Q8IZ73",4,6,8,7,8,7,20.4380542603664,20.375388484002,0.177945608886901,0.00457249374211655,0.0159677460037956
"Q9BUQ8",19,19,20,27,22,21,21.3818734753403,21.2470702647346,3.41459227391117e-11,0.999981865927521,1
"Cont_Q3SX14",2,4,2,4,6,4,20.3224933790924,20.1781580768934,-1.14250475716552e-20,0.999999999915562,1
"Q9NRR5",6,5,5,8,7,7,20.3845255590745,20.3433701180906,0.0500523597224107,0.420581080821736,0.716789440254237
"Q13951",3,3,3,4,4,4,21.1500252078046,21.2124862986085,1.24922996805241e-19,0.999999999259619,1
"O14828",7,5,5,6,5,4,21.0526425864161,21.131857456331,0.125532052556724,0.226842953752964,0.433839945002844
NA,NA,NA,NA,NA,NA,NA,19.1081561243209,19.1890336349912,0.100800974657978,0.664723695922657,1
"P14314",12,16,12,15,17,14,21.5621352597055,21.4208017794599,0.042280242620309,0.332177393438117,0.591642909152361
"O76031",10,11,8,9,10,12,20.984043084783,21.0484585039015,0.171435710156058,0.0635254714776658,0.152508716169228
"P0A870",8,6,6,15,14,13,21.3500790264908,23.0137595251025,1.88005446376275,7.28804302107813e-23,3.93437508806928e-21
"Q6ZSJ8",NA,3,3,NA,NA,NA,20.8820821478938,20.5999468297717,-9.15170489316901e-12,0.999998998636059,1
"Q15942",12,11,9,12,15,14,21.2926127372337,21.2466627096243,0.0037331339739977,0.805457342322319,1
"P27248",3,4,2,5,7,8,19.9219939459382,21.6637059605329,2.00452200163055,6.21897812602052e-09,7.26260826093367e-08
"Q9NYM9",NA,NA,2,NA,NA,NA,20.2507009667203,20.4492897660403,0.383076787244364,0.0478708866591097,0.120491773619722
"Q9UHX1",15,15,14,20,14,18,22.6251172411881,22.6881590399772,0.226607979671514,0.00272291542954818,0.0103122843855596
"P0A910",NA,NA,NA,4,2,4,18.2589856189767,19.8825873929136,1.72956124572666,3.13486286066231e-06,2.37648145113809e-05
"P51809",4,6,5,6,4,6,20.9406995985549,20.8667209310133,1.12987312792645e-19,0.999999999225559,1
NA,NA,NA,NA,NA,NA,NA,20.00449246404,19.6837086113965,-5.55946345998571e-20,0.999999999757852,1
"P40693",NA,4,NA,NA,NA,NA,20.3292463237011,19.2788325746158,-0.827294530537963,2.3767665554251e-05,0.00014936346686544
"P49773",5,6,7,6,6,7,21.9202882615785,21.9164268403916,0.15507035202691,0.0489903623955153,0.122987554682214
"Q5JTZ9",5,8,7,5,7,7,19.9639536947218,19.9041559637891,0.0640082972350182,0.351385122534923,0.619731205106686
"Q8NG31",NA,NA,4,NA,NA,6,19.1959569226879,18.7430430714975,-0.246153887093255,0.130701405843773,0.278282750132036
"Q86U44",NA,NA,7,5,4,3,20.1100849277242,19.9325946744808,-1.57236879795255e-20,0.99999999987478,1
"Q9Y6K9",4,NA,4,5,NA,NA,20.1386496735677,20.1819885131652,3.12400930538289e-17,0.999999993830956,1
"Q14789",8,NA,NA,NA,NA,NA,19.6508903346144,19.2557257908432,-6.03755712645152e-18,0.999999999003526,1
"P40363",5,7,7,3,NA,NA,20.7883444575416,19.8592608419375,-0.681289338481084,0.0019139206974249,0.0075626085640029
"P32527",8,9,8,8,4,5,22.3369024546169,21.5403874847549,-0.562688745735817,1.18417166908957e-08,1.32137066904792e-07
"P0AFG8",NA,NA,1,14,15,16,19.1628097626784,20.6442324288063,1.76595843172344,7.16199179366141e-14,1.49701198034901e-12
"Q13423",16,15,16,18,18,18,20.5588791225768,20.5302226856817,0.187687379978716,0.0709193864149286,0.167334944878414
"P0AGJ9",NA,NA,NA,2,NA,4,18.1503175466495,19.9454338293453,2.11091172231573,1.19998079342946e-05,8.03096194581732e-05
"P16140",26,25,22,23,24,21,23.3212577845428,22.2449258804529,-0.858884667275197,3.260923992897e-42,7.83844604792617e-40
"P36543",NA,NA,5,3,NA,5,21.3516742944125,21.2507076547318,1.08390466239157e-19,0.999999999441225,1
"Q86UX7",21,21,22,24,22,21,22.3768318620609,22.3557091331728,0.097351329503918,0.0239956835904714,0.066521431347155
"Q00688",6,7,5,7,6,6,21.8131186023341,21.7524209888852,0.00581207312589869,0.793786826871374,1
"Q96GC5",NA,3,2,3,2,3,20.0837440400538,20.1141390952012,0.0708691205713669,0.454459389763994,0.766153190984361
"P13639",56,60,64,59,58,70,23.1922212037063,23.147867379743,3.55142725492233e-09,0.999622356952913,1
"P0AGD1",NA,NA,NA,2,NA,NA,18.1769820289478,19.6059241693639,1.36488953212874,0.000452831017623392,0.00213604426874027
"P00830",12,16,16,14,11,15,22.4583162733295,21.4729165044927,-0.799787501698661,7.80249086288575e-17,2.43311188043178e-15
"P00505",10,10,10,8,11,12,22.072332148667,21.7889068856697,0.109615332671308,0.244515523247587,0.460532175519206
"P12081",7,7,9,5,8,7,22.0607045641498,21.9883730966155,0.0564180811995691,0.372832300666961,0.647462234361137
"Q86VM9",14,12,13,13,11,10,21.0116995079031,20.8533585506817,5.64347394309913e-19,0.999999998598201,1
"Q7L5N1",5,7,7,7,9,6,20.5219885170828,20.4260860089089,0.0356524104078051,0.445422777218297,0.753708995969912
"Q00013",18,19,20,23,19,23,21.626387840489,21.665868066693,0.20204359394119,0.000455179635177419,0.00214361740027635
"Q96CW1",5,8,7,8,10,9,21.2568567917482,21.2251783189223,0.101504412873827,0.253209969658575,0.473046734119274
"Q12499",9,6,10,6,4,8,22.0326971710844,20.9563282539086,-0.792165494432243,5.48870683748058e-16,1.45249310758832e-14
"Q12824",8,5,8,9,6,6,20.3731382792348,20.3886520256819,0.235181445821382,0.0511211220600046,0.127504432842268
"P56537",9,7,7,7,8,9,22.9475671754058,22.916495500183,0.17332687079692,0.00288969853681843,0.010839187814633
NA,NA,NA,NA,NA,NA,NA,19.1194404656388,20.3139883612426,1.28056563223988,0.00025615402038691,0.00129969440950931
"O75608",NA,3,4,3,3,6,22.9133439153725,22.8466188841774,3.30897971535934e-21,0.99999999996968,1
"Q9NNW7",4,3,4,4,3,8,20.6255483147759,20.3649353956046,-9.3438987037463e-12,0.999993571747316,1
"Q9Y5L0",17,17,16,18,19,21,21.2107006623662,21.0622241214591,4.59135011263905e-20,0.999999999342596,1
"Q5C9Z4",NA,3,6,NA,NA,NA,19.5911286247552,19.4832008706795,3.25997325376727e-20,0.999999999767466,1
"P0CX23,P0CX24",7,7,7,6,7,5,24.9178373524947,23.8001153529191,-0.966205007981795,2.15845691407783e-07,1.98915941490655e-06
"P25619",5,3,4,2,NA,4,22.8829801885463,21.6898630202385,-1.03898438781646,0.000152931182863144,0.000825637938228585
"P10606",4,6,4,6,5,6,23.2939376788335,23.3402329629489,0.22668654051776,0.172404588662771,0.346189374171781
"Q8NEJ9",NA,5,3,7,6,6,21.1247160081922,20.9644647680204,0.0442361095472216,0.445510084287987,0.753708995969912
"Q01196",NA,NA,6,NA,NA,NA,19.502678286166,19.425998552897,7.84987002144253e-20,0.999999999545701,1
"P0CX45,P0CX46",11,13,13,8,7,7,20.7927038250905,19.7155386814596,-0.910507391292347,1.35536069325319e-20,5.66599698505626e-19
"P16949",6,6,7,6,7,7,25.0947517143322,25.2729829908467,0.371839795462645,0.00437339269334925,0.0153561183493194
"P0DTT0",NA,NA,NA,NA,7,2,18.7325965743151,20.4143913045768,1.98474049121007,2.24812888283155e-07,2.05717498976417e-06
"P15019",13,16,16,14,15,13,24.0223365840904,22.8425937116789,-0.983212132524449,5.41047956316398e-10,7.29277023361986e-09
"P82912",NA,NA,2,NA,NA,3,20.0129580509072,20.0387720346107,0.0931425394701865,0.554975779162878,0.910366007497553
"Q15019",10,11,12,11,10,12,21.6057328310314,21.604461012131,0.0776713238005539,0.234013128777736,0.444964317705589
"Q5QJE6",17,16,12,15,15,18,20.8002272044416,20.7637104585846,0.134893194135619,0.01222491933962,0.0376940457884916
"Q02878",17,19,18,19,17,16,23.5877906189548,23.4552683449378,3.3508719221607e-20,0.999999999527784,1
"Q04338",1,NA,2,NA,3,NA,19.8078022379972,19.6149022887733,1.60968830650523e-19,0.999999999602392,1
"Cont_P05787,P05787",23,23,20,24,27,28,22.1528626784439,22.1140961859864,0.184045063482343,0.000558506520272293,0.00257968303879172
"Q75N03",NA,NA,3,NA,NA,2,19.7982652204872,19.8133484118056,-6.57655261442392e-11,0.999995238045827,1
"P0CX41,P0CX42",13,13,10,8,7,10,21.7252754213636,20.8542305911147,-0.736901065988951,4.09804944344286e-07,3.59295550748053e-06
"P23724",7,5,NA,NA,NA,NA,19.8957097146907,18.9528864263307,-0.107387235859088,0.56128780583067,0.919122722633305
